genome,cluster,score
KU665491.fna,0_632,1.3932455882677028
KU678389.fna,0_2156,1.2654663680509386
KU678390.fna,0_2132,2.2662801906361034
KU678392.fna,0_2163,1.2649349419459321
KU737344.fna,0_66,1.6141484151919157
KU737345.fna,0_60,1.6157222797627426
KU737346.fna,0_68,1.6139138818103715
KU737347.fna,0_56,1.6160076955950253
KU737348.fna,0_63,1.6145529226177158
KU737349.fna,0_98,1.6121561694578195
KU737350.fna,0_76,1.613238183875533
KU737351.fna,0_84,1.6126623169403822
MF288918.fna,0_73,2.613118612439159
KU831549.fna,0_2551,1.140160938881503
KU836751.fna,0_815,1.3512689805157496
KU847400.fna,0_170,1.6017772803232528
KU848186.fna,0_1345,1.3144184081161292
KU848187.fna,0_1978,1.28045549894115
KU878088.fna,0_17,1.7078731930957454
KU892558.fna,0_1439,1.3105069910505196
KU981050.fna,0_2093,1.2717956189602835
KU992911.fna,0_2594,1.1339528852360639
KX011028.fna,0_499,1.5122702793120952
KX011169.fna,0_101,1.6116016796540151
KX077889.fna,0_2121,2.2501288069952
KX077891.fna,0_903,1.3367717214435064
KX077892.fna,0_2666,1.0828096707665766
KX077893.fna,0_2675,1.0344431176281907
KX077894.fna,0_2416,2.183070230120051
KX077895.fna,0_1339,1.314693606333107
KX077896.fna,0_583,1.4216684791370504
KX147229.fna,0_77,1.6131699631485752
KX156152.fna,0_83,1.6128111172557755
KX156762.fna,0_951,1.3330420015683822
KX160204.fna,0_2066,1.2741669452575057
KX160205.fna,0_1914,1.2849415133219373
KX160206.fna,0_2267,1.2518872486903336
KX160207.fna,0_1858,1.2884194093093049
KX160208.fna,0_1851,1.2888189772823035
MN552144.fna,0_2240,2.2498888158862127
KX160211.fna,0_2278,1.250548250677821
KX160212.fna,0_2021,2.2739477266970307
KX160214.fna,0_1904,1.2855714176200244
KX160215.fna,0_1988,1.279965765172748
KX160216.fna,0_1931,1.283944475131638
KX160217.fna,0_1906,1.2853475263930112
KX160218.fna,0_1656,1.299792069257892
KX160219.fna,0_2222,1.2567827050431184
KX160220.fna,0_1969,1.2811972916493723
KX171213.fna,0_366,2.580539227953413
KX190832.fna,0_2390,1.2193851740182335
KX190833.fna,0_777,1.360675231442856
KX190835.fna,0_1989,1.279947145902344
KX223815.fna,0_572,1.441989926673144
KX227757.fna,0_1069,1.325857453441933
KX227758.fna,0_832,1.3488692907935156
KX227759.fna,0_813,1.351804606779932
KX227760.fna,0_1006,1.3286031560892608
KX228399.fna,0_793,1.3567105786970899
KX228400.fna,0_779,1.3600967145970775
KX232515.fna,0_994,1.329341053803757
KX284704.fna,0_1708,1.2975085955133236
KX346236.fna,0_2299,1.2477516648262115
KX346245.fna,0_2204,2.2576806697650684
KX346248.fna,0_2139,2.2656467670734317
KX346240.fna,0_2215,1.2580289992895608
KX346242.fna,0_2243,1.2539188778979415
KX346247.fna,0_2246,2.2529145214079587
KX379673.fna,0_2141,2.265104877977001
KX349899.fna,0_2399,1.21469179831157
KX349900.fna,0_2389,1.2196393248210176
KX349901.fna,0_2411,2.1984516277342783
KX349902.fna,0_80,1.612959815675457
KX349903.fna,0_75,1.6133130682296613
KX373685.fna,0_2417,1.1872053931031683
KX373686.fna,0_2415,1.187765969546815
KX373687.fna,0_2432,1.18156739145501
KX373688.fna,0_2470,1.1761998444930417
KX373689.fna,0_2437,1.1809709804585897
KX373690.fna,0_2430,1.1816747668657284
KX373691.fna,0_2439,1.180755478848475
KX373692.fna,0_2427,1.1826387637339777
KX379665.fna,0_2319,1.2430066789150822
KX379667.fna,0_2264,1.2521484169216377
KX379668.fna,0_2251,1.253070576944844
KX379670.fna,0_2255,1.2529089541507252
KX379671.fna,0_2307,1.2462129135290057
KX456206.fna,0_2038,1.276253970138466
KX456212.fna,0_2137,2.266596125737421
KX456208.fna,0_2114,1.2701331343834892
KX456213.fna,0_1873,2.2852748146397954
KX456210.fna,0_2062,1.2742752783171158
KX456211.fna,0_2174,1.2633328154053052
KX495186.fna,0_132,2.6035731027249693
KX532239.fna,0_422,1.5739728527068864
KX550065.fna,0_1730,1.295772879671644
KX555527.fna,0_2386,1.2201058594696423
KX578042.fna,0_2363,1.232299059595039
MF428481.fna,0_1502,2.307588414109516
KX827369.fna,0_1334,1.3148522160311535
KX827370.fna,0_1462,2.3094267502198664
KX827371.fna,0_1386,1.3130691352392643
KX833905.fna,0_1680,1.2985878385091012
KX879641.fna,0_1974,1.280832893560071
KX879642.fna,0_2305,1.2471172579075924
KX879643.fna,0_2109,1.2705677728288585
KX905163.fna,0_682,1.3844312335162763
KX961629.fna,0_105,1.6110511743490519
KX961630.fna,0_52,1.6166248126008225
KX961631.fna,0_2396,1.2159372044045025
KX961632.fna,0_92,1.6122784510491113
KX965989.fna,0_771,1.3643500990248953
KY000084.fna,0_2580,2.1357856297839293
MT366947.fna,0_465,2.560532659900138
KY038360.fna,0_2410,1.2020061716820951
KY056620.fna,0_877,2.338686597779358
KY065449.fna,0_2111,1.2704899910635596
KY065450.fna,0_1464,1.3094638564295948
KY065451.fna,0_1315,1.3153695351598516
KY065452.fna,0_1398,1.3125195909511196
KY065453.fna,0_1741,1.295119839532156
KY065454.fna,0_2037,1.2764558971468114
KY065455.fna,0_1772,1.2935747971414417
KY065456.fna,0_1685,1.2983655763704887
KY065457.fna,0_2043,1.2758305763297217
KY065458.fna,0_1997,1.2791886064510902
KY065459.fna,0_2055,1.2752351661016688
KY065460.fna,0_2082,1.2730678191227307
KY065461.fna,0_1748,1.2946737198284684
KY065462.fna,0_1779,1.2932247665875152
KY065463.fna,0_1860,1.288216361903285
KY065464.fna,0_2080,1.2731190648212962
KY065465.fna,0_2018,1.2777764039411372
KY065466.fna,0_2081,1.2730678191227307
KY065467.fna,0_2072,1.2737458451107648
KY065468.fna,0_2162,1.2649349419459321
KY065469.fna,0_2136,1.2675528781032246
KY065470.fna,0_2078,1.2734390767292365
KY065471.fna,0_1808,1.2911833868159492
KY065472.fna,0_1498,1.3080942492281142
KY065473.fna,0_1284,1.3166102897852285
KY065474.fna,0_1594,1.3027905101699324
KY065475.fna,0_1454,1.3099184792027012
KY065476.fna,0_1380,1.3132289355022908
KY065477.fna,0_1563,1.3047593312409127
KY065480.fna,0_1416,2.3059999504137636
KY065479.fna,0_1717,1.296521743458292
KY065481.fna,0_1993,1.2795060231885178
KY065482.fna,0_1979,1.2804121493798641
KY065483.fna,0_2138,1.267467434933323
KY065484.fna,0_2277,1.2506619254564684
KY065485.fna,0_1757,1.2943603089916969
KY065486.fna,0_1443,1.3102858113064353
KY065487.fna,0_1714,1.2970214675202545
KY065488.fna,0_1437,1.3105662936478186
KY065489.fna,0_2153,1.2658905745110793
KY065490.fna,0_1812,1.2909534110338292
KY065491.fna,0_1775,1.2934756790896942
KY065492.fna,0_1591,1.302974800662854
KY065493.fna,0_1715,1.297015730093979
KY065494.fna,0_2133,2.267576369148141
KY065496.fna,0_1210,1.3195056986619993
KY065497.fna,0_618,1.3966046290728422
KY065498.fna,0_1550,1.3055771917741148
KY065499.fna,0_2048,1.27552040662558
KY065500.fna,0_1514,1.3073350783027493
KY065501.fna,0_1579,1.3037882749721441
KY065502.fna,0_1700,1.2977145795785776
KY065504.fna,0_1872,2.2842256913463146
KY065505.fna,0_1378,1.3132608814479574
KY206887.fna,0_782,1.3592195766570234
KY303907.fna,0_631,1.393367110447521
KY363359.fna,0_2181,1.262574368201129
KY368639.fna,0_245,1.5903860373845635
KY368640.fna,0_153,1.6051600226517113
KY381600.fna,0_564,1.4538718423210923
KY389063.fna,0_1190,1.320450301102245
KY389064.fna,0_1280,1.3167517896395324
KY442063.fna,0_2543,1.142125127723474
KY471386.fna,0_2562,1.138928692814949
KY472224.fna,0_669,1.3874862085139896
KY549443.fna,0_161,1.6032400867405308
KY554760.fna,0_2368,2.2287558379073293
KY554762.fna,0_613,2.3990380101916613
KY554764.fna,0_617,1.3967097860017752
KY554767.fna,0_603,2.4042157845055074
KY554773.fna,0_478,2.55846428986544
KY554771.fna,0_441,2.56777538884215
KY554777.fna,0_468,1.5619084395368965
KY565347.fna,0_839,1.3473411164181996
KY629621.fna,0_698,1.3823846411275027
KY653116.fna,0_917,1.3357420976986534
KY653117.fna,0_975,1.3311136137969806
KY653120.fna,0_1169,1.3215343569634044
KY653123.fna,0_1032,1.3273244840416836
KY653124.fna,0_1081,1.3254149011869498
KY653125.fna,0_1141,1.3231579907356745
KY653126.fna,0_1137,1.3232444478618515
KY653129.fna,0_936,1.3340022307931876
KY705251.fna,0_1927,1.2840480395852327
KY705252.fna,0_2023,1.277412494468952
KY705253.fna,0_1992,2.2775796841935354
KY705255.fna,0_1896,1.285946069972292
KY705256.fna,0_1877,1.2871622470131188
KY705257.fna,0_1948,1.2827713639424405
KY705258.fna,0_1677,1.2986846508550531
KY705259.fna,0_1776,1.2934756790896942
KY705260.fna,0_2046,1.2755964075273485
KY705261.fna,0_2113,1.2701850772711794
KY705262.fna,0_1910,1.2852021761217123
KY705263.fna,0_2119,1.2691177566689924
KY705264.fna,0_2071,2.2719362568450605
KY705265.fna,0_1984,1.280189071978906
KY705266.fna,0_1926,1.2841089367870877
KY705283.fna,0_2031,2.2759615509678146
KY705268.fna,0_1995,2.2785325102154466
KY705270.fna,0_1722,1.2962570560259814
KY705271.fna,0_1863,1.2879413481531423
KY705272.fna,0_1953,1.2824709583324343
MH937480.fna,0_1744,2.2907168228485904
KY705274.fna,0_1878,1.2871382302856764
KY705275.fna,0_1895,1.2860788559035758
KY705276.fna,0_1900,1.2856742092152937
KY705277.fna,0_2060,1.2745236030732272
KY705278.fna,0_1736,1.2955592685433457
KY705279.fna,0_1917,1.2848565787980895
KY705280.fna,0_1923,1.28426110511678
KY705281.fna,0_1801,1.291695533714496
KY705282.fna,0_2030,1.2770102301585644
KY705284.fna,0_1912,1.2851537044027794
KY705285.fna,0_2017,1.2777764039411372
KY705286.fna,0_2033,1.2767143420117542
KY705287.fna,0_1795,1.291977581313767
KY705288.fna,0_1968,1.2813391796511788
KY705289.fna,0_1941,1.2833281598892232
KY705290.fna,0_1965,1.2816165187509312
KY744240.fna,0_1603,1.3023207001157107
KY779848.fna,0_421,1.5740705855895647
KY794641.fna,0_280,1.5855677737937874
KY794642.fna,0_268,1.5867797559036165
KY794643.fna,0_354,1.5810593646341
KY821088.fna,0_2472,1.1760696993042785
KY888143.fna,0_2297,2.2442069412193946
KY888882.fna,0_40,1.6182331819883813
KY921761.fna,0_2490,1.1696673092995251
KY947509.fna,0_2373,1.2253323468614545
KY963369.fna,0_1426,1.31117455716146
KY963370.fna,0_1429,1.3110562676695796
KY963371.fna,0_1453,1.3099238856497117
KY996523.fna,0_2518,1.1483915889779435
L67CG.fna,0_2434,1.1811275746806928
LC492752.fna,0_386,2.578326534352971
MZ666130.fna,0_1344,2.3144493742411982
LC541428.fna,0_864,1.341422724942026
LC547238.fna,0_683,1.3843391471844932
LC557520.fna,0_260,1.587303357030165
LC574321.fna,0_339,1.5824693664109937
LC576631.fna,0_411,1.5756760646916765
LC597490.fna,0_18,1.6887024137108315
LC623721.fna,0_1610,1.3021302495490898
LC628082.fna,0_2640,1.1117767929746534
LC644557.fna,0_2616,1.1283370138101536
LC647030.fna,0_415,1.5754597144289502
LC648442.fna,0_301,1.5844375814120975
MF360957.fna,0_15,2.708862805509622
LC680885.fna,0_6,1.72130035678089
LC742552.fna,0_2608,1.1302622557850417
OP797801.fna,0_866,2.3381064430286416
LC785692.fna,0_149,1.6053931055706991
LC788703.fna,0_389,1.578227308565682
LC788704.fna,0_343,1.5821516786731507
LC805022.fna,0_1749,1.2946679200330338
LC805024.fna,0_285,1.5852545901054418
LK392619.fna,0_2500,1.155684574255003
LK985321.fna,0_2161,1.264948243461462
LK985322.fna,0_734,1.375379918731888
LN681534.fna,0_984,1.3303620430414913
LN681535.fna,0_1261,1.3173377694425699
LN681536.fna,0_1272,1.3170606725128104
LN681538.fna,0_2150,1.266241244273616
LN681539.fna,0_805,1.3544939219547851
LN681540.fna,0_2120,1.269052506137851
LN681541.fna,0_964,1.331989613230045
LN681542.fna,0_764,1.3670888577887155
LN881738.fna,0_1296,1.3160696456543635
LN885237.fna,0_1999,1.2790016737519925
LR215718.fna,0_181,1.6008248972094612
LR215719.fna,0_173,1.6014739320495046
LR215720.fna,0_155,1.6045093978931195
LR215721.fna,0_166,1.6024628363921178
LR596902.fna,0_891,1.3376204754641208
LR596903.fna,0_932,1.3345628230959576
LR990833.fna,0_1139,1.3231986807301164
LR990834.fna,0_2556,1.1397588580459832
LR990835.fna,0_192,1.5984970846272581
LR991625.fna,0_1116,1.3241476436701034
LT546029.fna,0_539,1.4749080871286915
LT600745.fna,0_2614,1.1291464524914656
LT615366.fna,0_531,1.4765682943211837
LT630001.fna,0_2573,1.1376535606058393
LT960608.fna,0_145,1.6057768694125567
LT960610.fna,0_256,1.5881066709583957
MF001358.fna,0_305,2.5841332869101032
MF001365.fna,0_284,1.5854051570905447
MF001367.fna,0_2679,1.0173502493331217
MF041990.fna,0_1571,1.30425492395034
MF156577.fna,0_2408,1.2072477750690687
MF156578.fna,0_2395,2.2159955381163248
MK084630.fna,0_2412,2.1968742812603863
MF161328.fna,0_1513,1.3074335379330604
MF172979.fna,0_521,1.4851212547196626
MF176161.fna,0_1865,1.2878216682333625
MF288917.fna,0_78,1.6131338376143196
MF288919.fna,0_89,1.6124516773717512
MF288920.fna,0_69,1.6136830990213626
MH638310.fna,0_88,2.6125080593922796
MF288922.fna,0_106,1.611014694569067
MF346933.fna,0_2310,2.2415015467008
MF407276.fna,0_2515,1.1485735210122137
MF418016.fna,0_482,1.554714344927727
MF422185.fna,0_174,2.6014124971863626
MF428478.fna,0_1413,1.3115236728740496
MF428479.fna,0_1460,1.3096155031346814
MF443119.fna,0_2452,1.1790138440437357
MF443120.fna,0_2469,1.1762698903767697
MF443121.fna,0_2448,1.1794973914637388
MF443122.fna,0_2458,1.1780137341413304
MF443123.fna,0_2436,1.1810297165262869
MF443124.fna,0_2480,1.1748445208519525
MF443125.fna,0_2431,1.1815869182066034
MF443126.fna,0_2424,1.1834533577689315
MF448554.fna,0_2146,1.2665649453666021
MF448555.fna,0_2347,1.2370997784905846
MF448556.fna,0_2286,1.249443934688243
MF448557.fna,0_2245,1.2536037809965523
MF448558.fna,0_2367,1.231175367291153
MF448559.fna,0_2172,1.263660877958852
MF448560.fna,0_2170,1.2641353562465625
MF448561.fna,0_2250,1.2531618757748366
MF448562.fna,0_2168,1.2643088498414579
MF448563.fna,0_2207,1.2593432633104307
MF448564.fna,0_2259,1.2526416613452427
MF448565.fna,0_2244,1.253778891275667
MF448566.fna,0_2202,1.2597795895826618
MF448567.fna,0_2340,1.2385766174954216
MF448568.fna,0_2233,1.254540726367214
MF448569.fna,0_2217,1.2572104183986395
MF448570.fna,0_2326,1.241478272636539
MF448571.fna,0_2378,1.2226661564141659
MF448572.fna,0_2269,1.2514984442159114
MF498901.fna,0_113,1.6100369182078302
MF547662.fna,0_432,1.5719458245018756
MF547663.fna,0_447,1.5691210495174444
MF580410.fna,0_895,1.337410979567812
MF580759.fna,0_1897,1.2857648672906818
MF580760.fna,0_1973,1.2809070579806416
MH892378.fna,0_1831,2.286623024107916
MF580762.fna,0_2020,1.27776386548567
MF580763.fna,0_2039,1.2761466199917164
MF580764.fna,0_1854,1.2887772657531036
MF580765.fna,0_1944,2.280575771815588
MF580766.fna,0_1817,1.2907645308753968
MF580767.fna,0_1930,1.283944475131638
MF580769.fna,0_1804,1.2914190066751692
MF580770.fna,0_2044,1.2758242507623079
MF580771.fna,0_2067,1.2741159462869045
MF580775.fna,0_2010,2.273761624000174
MF580774.fna,0_1960,2.2797449142527344
MF595878.fna,0_1764,1.29394754220188
MF678788.fna,0_1242,2.3135033983382134
MF678789.fna,0_1336,1.3148205033583849
MF678790.fna,0_1257,1.3175362252912075
MF775669.fna,0_2306,1.2462201632490948
MF775677.fna,0_2318,2.2362804137102508
MF775672.fna,0_2290.2294,2.246372714072437
MF775675.fna,0_2328,2.240780232080693
MF775679.fna,0_2304,2.245583432951318
MF775680.fna,0_2327,1.2413893386116976
MF775682.fna,0_2249,2.251286149752972
MF775686.fna,0_2313,1.2441441351698783
MF775688.fna,0_2248,2.2509552671358874
MF775691.fna,0_2280,1.2504131845422215
MF775692.fna,0_2295,1.2482621683347155
MF775693.fna,0_2289,1.2490006309801482
MF775699.fna,0_2279,2.248808638047627
MF775695.fna,0_2288,1.249036414847367
MF775698.fna,0_2241,1.2540238086737627
MF775705.fna,0_2293,2.248180697459008
MF787246.fna,0_252,1.588926471576674
MF893271.fna,0_776,1.3607308592033478
MF939898.fna,0_1876,1.2871862610845786
MF999224.fna,0_976,1.3310057047956194
MG000860.fna,0_156,1.6045038285871187
MG020111.fna,0_1050,1.32682490428571
MG029509.fna,0_939,1.3337504602343246
MG029510.fna,0_1627,1.3011585965166894
MG029511.fna,0_883,1.3383378941692619
MG029513.fna,0_852,1.3450307985851575
MG029514.fna,0_879,2.337928851670413
MG029518.fna,0_892,1.3375824003313634
MG252693.fna,0_562,1.4565137305446285
MG253647.fna,0_2302,1.2475139793802734
MG253648.fna,0_2292,1.2483555109544011
MG253649.fna,0_2311,1.2446412740438348
MG253652.fna,0_2322,1.2425721412417565
MG264739.fna,0_1458,1.3097832742614366
MG557619.fna,0_1145,1.3229595177517708
MG557979.fna,0_289,1.5850095054772186
MG564297.fna,0_1352,1.314153465134321
MG584725.fna,0_2498,1.158742882816299
MG708273.fna,0_2118,1.2691568975783336
MG708274.fna,0_1665,1.2993327502331176
MG708275.fna,0_1318,1.3152851590299988
MG708276.fna,0_1273,1.3169664836266377
MG711460.fna,0_1827,1.2899540251731434
MG711461.fna,0_824,1.3495730698897899
MG711462.fna,0_800,1.3556226009093209
MG711463.fna,0_644,1.3911729565052724
MG711464.fna,0_2064,1.2742179322533556
MG711465.fna,0_609,1.4031988851843575
MG711466.fna,0_726,1.3770928851199846
MG711467.fna,0_736,1.3753439211784846
MG721208.fna,0_271,1.5866558384250946
MG727695.fna,0_1536,1.306216071174541
MG727697.fna,0_1327,1.3150846342245908
MG727698.fna,0_1401,1.3123218418163662
MH431935.fna,0_1468,2.306398325636556
MG727701.fna,0_1178,1.3210469446144337
MG727702.fna,0_1505,1.3078214717119643
MG744354.fna,0_548,1.4624461570061689
MG763894.fna,0_102,1.611586855890939
MG765274.fna,0_563,1.455838319473906
MG765275.fna,0_1709,1.2974398907142848
MG765276.fna,0_560,1.4574201600827412
MG765277.fna,0_332,1.5828004387737908
MG765278.fna,0_1613,1.3019452405931773
MG765279.fna,0_369,1.5802092593010344
MG766219.fna,0_2604,2.1311789788532978
MG770897.fna,0_923,1.3351412272228549
MG779474.fna,0_2166,1.2644422121923111
MG784342.fna,0_1234,1.3186920142408267
MG788324.fna,0_580,1.4294574426657083
MG913376.fna,0_2223,1.2564579084092578
MG967616.fna,0_551,2.461580299827732
MG967618.fna,0_543,1.4673584511155155
MG969427.fna,0_1371,1.3135800826828152
MG983742.fna,0_762,1.3675371405059429
MH000602.fna,0_1843,1.2891523813862205
MH000603.fna,0_1718,1.2964987399633738
MH000604.fna,0_2063,1.2742689072800757
MH028956.fna,0_219,1.5949266143703813
MH078572.fna,0_279,1.585634608894639
MH107118.fna,0_2628,1.1236583214547506
MH107769.fna,0_193,1.5983882711854114
MH193369.fna,0_1357,2.313968123249793
MH203383.fna,0_1377,1.3132715290522032
MH203384.fna,0_1372,1.3135215975717172
MH220877.fna,0_1495,1.3083013312112381
MH248069.fna,0_2587,1.1351652564326735
MH321490.fna,0_321,1.5832953352019468
MH321491.fna,0_287,1.5850475802427892
MH321492.fna,0_1077,1.3254753023577202
MH341451.fna,0_1624,1.301299277839199
MH341452.fna,0_1528,1.3067653246378654
MH341453.fna,0_821,1.3499106150228144
MH355583.fna,0_1448,1.3101292309555816
MH356730.fna,0_523,1.48282915399087
MH375074.fna,0_1367,1.3137341952399146
MH375593.fna,0_1404,1.3120650337551512
MH375594.fna,0_1733,1.2956574402914756
MH375595.fna,0_1800,1.2917366884801273
MH375596.fna,0_1208,1.319712520346755
MH375597.fna,0_1881,2.2869279705364027
MH375598.fna,0_1884,1.2865369471830062
MH375599.fna,0_2016,1.2777826728973847
MH375600.fna,0_1934,1.28360907485848
MH384259.fna,0_1034,1.3272645951217124
MH384260.fna,0_1073,1.325661433606221
MH384261.fna,0_876,1.3393741951972808
MH393889.fna,0_2520,1.1479018899970517
MH401416.fna,0_1132,1.3233918541475789
MH431930.fna,0_1417,2.3106077430139345
MH431931.fna,0_1086,1.3253695892806268
MH431933.fna,0_1633,2.298659701878836
MH431936.fna,0_1381,1.3131650295081712
MH431937.fna,0_1705,1.2975887236474257
MH431938.fna,0_705,1.3812158961711227
MH454076.fna,0_690,1.3839012030206832
MH454078.fna,0_1619,1.3017151611857027
MH454080.fna,0_691,1.3838896662382902
MH454083.fna,0_1702,1.2976745424213965
MH458951.fna,0_806,1.3543221299849937
MH460824.fna,0_784,1.3588530542255963
MH460825.fna,0_701,1.3820552337474918
MH460826.fna,0_712,2.3801484816042304
MH538193.fna,0_294,1.5846833120313248
MH542234.fna,0_328,1.5830526387618877
MH598512.fna,0_1182,1.320903077240219
MH606185.fna,0_182,1.6007257451567898
MH618488.fna,0_659,1.3890052408778857
MH638311.fna,0_87,1.6125335424965481
MH638312.fna,0_44,1.6176298003096155
MW354668.fna,0_2513,2.1490002672052566
MH707428.fna,0_2534,1.1438743496920853
MH707429.fna,0_144,1.605781021989411
MH707430.fna,0_715,1.379970354814394
MH707431.fna,0_164,1.6026159810976393
MH707432.fna,0_211,1.596206259060545
MH707433.fna,0_147,1.6055580547299528
MH707434.fna,0_692,2.3829369065494896
MH707435.fna,0_200,1.5974381356705454
MH707436.fna,0_185,1.6003982217917163
MH729379.fna,0_436,1.5712377940420152
MH752385.fna,0_1012,1.3284046350680039
MH779518.fna,0_2483,1.1737946204775684
MH779519.fna,0_2468,1.1763299117272101
MH779520.fna,0_2467,1.1763599161821712
MH779521.fna,0_2461,1.1775666529849396
MH779522.fna,0_2457,1.1782815416666854
MH779523.fna,0_2419,1.186041624573647
MH779524.fna,0_2456,1.1782914541237641
MH779525.fna,0_2465,1.1767196466346155
MH779526.fna,0_2454,1.1783707374949892
MH779527.fna,0_2433,1.1813720273024244
MH791397.fna,0_208,1.596439033279732
MH791415.fna,0_654,1.3898487360162766
MH809528.fna,0_1596,1.3026563824142112
MH809529.fna,0_393,1.577897053714151
MH809530.fna,0_323,1.5831386887891488
MH809531.fna,0_348,1.5818798874745097
MK310228.fna,0_2400,2.2141138109402925
MH837542.fna,0_1061,1.3261937929065781
MH837543.fna,0_1014,1.3282158718416741
MH853355.fna,0_1753,2.29315543560424
MH853356.fna,0_946,1.333483846405867
MH853357.fna,0_2186,1.261961651745965
MH880817.fna,0_187,1.6000190393134446
MH884508.fna,0_108,1.610859249051547
MH884509.fna,0_641,1.3916818418981616
MH884512.fna,0_723,1.3785403278325155
MH884513.fna,0_780,1.3595811802978663
MH884514.fna,0_829,1.349343239124884
MH892368.fna,0_2167,2.2622991978390266
MH892351.fna,0_2050,1.275495067079376
MH892352.fna,0_2001,1.2789206195802851
MH892353.fna,0_1778,1.2933998523934518
MH892354.fna,0_1781,1.293160533070839
MH892355.fna,0_2026,1.2772617326663545
MH892356.fna,0_1957,1.282200851758669
MH892357.fna,0_2079,1.273291929822559
MH892358.fna,0_2073,1.2737330717436466
MH892359.fna,0_2042,1.2758748501429285
MH892360.fna,0_1867,1.2876540054535064
MH892361.fna,0_1954,1.282391189080725
MH892362.fna,0_1833,2.289641942522673
MH892363.fna,0_1903,1.2856258427611134
MH892364.fna,0_2047,1.2755774097955195
MH892366.fna,0_2000,1.2789455625480004
MH892367.fna,0_1971,1.2809811970797607
MH892371.fna,0_2195,2.2590123770708535
MH892373.fna,0_2077,1.2734390767292365
MH892374.fna,0_2192,1.2612051580576948
MH892375.fna,0_2057,1.2747462170975954
MH892376.fna,0_1981,1.2803811801083151
MH892379.fna,0_1949,2.2825663962730354
MH892381.fna,0_1908,1.2852385228116847
MH892382.fna,0_1986,1.28002781787962
MH892383.fna,0_1832,2.289663400194792
MH937457.fna,0_1650,1.3000694580049368
MH937458.fna,0_1794,1.2921302042727087
MH937459.fna,0_1922,1.2843158596220379
MH937460.fna,0_1423,1.3112121812178565
MH937461.fna,0_1919,1.2844253272302804
MH937462.fna,0_1635,1.3009051402299137
MH937463.fna,0_1424,1.311201432152639
MH937464.fna,0_1790,1.2925698627362299
MH937465.fna,0_1664,1.2993611314124593
MH937466.fna,0_1835,1.289598104357594
MH937467.fna,0_1484,1.3088399086529479
MH937468.fna,0_1891,1.2862175907946654
MH937469.fna,0_1769,1.2937437765278985
MH937470.fna,0_2006,1.2785336367546973
MH937471.fna,0_1766,1.2938718801275844
MH937472.fna,0_2070,1.2738799201208306
MH937473.fna,0_1368,1.313723570298459
MH937474.fna,0_1859,1.2882522075975285
MH937475.fna,0_1845,1.2890869316823244
MH937476.fna,0_2188,1.2618065152508864
MH937477.fna,0_1959,1.2818812011268648
MH937478.fna,0_1849,2.2889261519927278
MH937503.fna,0_1816,2.2907345616553063
MH937481.fna,0_2049,1.2755014022431461
MH937482.fna,0_1966,1.2815549184438737
MH937483.fna,0_1735,1.2955823717714714
MH937498.fna,0_1998,2.2786944271426495
MH937485.fna,0_1963,1.2816411539816515
MH937486.fna,0_1898,1.2857165210273291
MH937487.fna,0_1901,1.2856681639976335
MH937488.fna,0_1810,1.2910831709057078
MH937489.fna,0_2083,1.2726253222662023
MH937490.fna,0_1862,1.2881506294248197
MH937491.fna,0_1838,1.2894496316666513
MH937492.fna,0_1907,1.2852506370231773
MH937493.fna,0_1597,1.3026396106179838
MH937494.fna,0_1207,1.3197228562618863
MH937495.fna,0_2061,1.2743517161850635
MH937497.fna,0_2003,2.278405591265019
MH937499.fna,0_1473,1.3092307640208052
MH937500.fna,0_2041,1.2759949764384637
MH937504.fna,0_1792,1.2922651275286232
MH937505.fna,0_2088,1.272400522168236
MH937506.fna,0_1577,1.3039161476390122
MH937507.fna,0_1956,1.2822131366218175
MH937508.fna,0_1994,1.2794873644541238
MH937509.fna,0_1549,1.3056599113823495
MH937510.fna,0_1805,1.2913719031520015
MH937511.fna,0_1938,1.2833770407788077
MH972260.fna,0_2602,1.1319866331809032
MH972261.fna,0_2552,1.1401254910934848
MH972262.fna,0_2554,1.1399836420469915
MH972263.fna,0_2542,1.1421368359833077
MH973661.fna,0_1809,1.2911362321488906
MH973662.fna,0_1902,1.285650027334821
MH973663.fna,0_2193,1.2611983917652285
MH983004.fna,0_1389,1.31290921729143
MH999279.fna,0_2568,1.138178820818076
MH999280.fna,0_1532,1.306468900328439
MK017819.fna,0_758,1.36873218008671
MK017820.fna,0_2522,1.1468962594657208
MK044828.fna,0_2052,1.2753683249751817
MK044829.fna,0_1533,1.3064084679577954
MK075001.fna,0_919,1.3353961993655905
MK075002.fna,0_1001,1.3289897508411088
MK075003.fna,0_1151,1.322526318864195
MK075004.fna,0_794,1.3565928683534887
MK075005.fna,0_1475,1.309089702945868
MK075006.fna,0_972,1.3312557755978567
OR509663.fna,0_1530,2.306476252504751
MK125140.fna,0_1209,1.3195936219485294
MK202159.fna,0_2123,1.2688631686437049
MK202160.fna,0_2197,1.2603984853122778
MK202161.fna,0_2004,1.2786960038468345
MK211557.fna,0_1033,2.3218785169421157
MK215646.fna,0_136,1.6070590037329953
MK268686.fna,0_273,1.5864365428249982
MK284526.fna,0_2375,1.2251247261982376
MK284527.fna,0_2391,1.218447988287406
MK284528.fna,0_2379,1.2225934224523565
MK288021.fna,0_107,1.6109092740997277
MK288022.fna,0_549,1.4620252535523162
