"","ID","host_phage_spor","total.ParS.hits","pos.ParS.hit"
"8009","uvig_153173","Bacillota_Temp_Spor",0,0
"8010","uvig_153183","OtherPhyla_Temp_NonSpor",0,0
"8011","uvig_153184","Bacillota_Temp_NonSpor",0,0
"8012","uvig_153186","Bacillota_Temp_Spor",2,1
"8013","uvig_153196","OtherPhyla_Temp_NonSpor",0,0
"8014","uvig_153242","Bacillota_Temp_Spor",0,0
"8015","uvig_153246","Bacillota_Temp_Spor",0,0
"8016","uvig_153269","Bacillota_Temp_Spor",0,0
"8017","uvig_153280","Bacillota_Temp_Spor",0,0
"8018","uvig_153283","Bacillota_Lytic_Spor",0,0
"8019","uvig_153367","Bacillota_Temp_Spor",0,0
"8020","uvig_153369","Bacillota_Temp_Spor",0,0
"8021","uvig_153375","OtherPhyla_Lytic_NonSpor",0,0
"8022","uvig_153379","Bacillota_Temp_Spor",0,0
"8023","uvig_153384","Bacillota_Temp_Spor",0,0
"8024","uvig_15339","OtherPhyla_Temp_NonSpor",0,0
"8025","uvig_153407","Bacillota_Temp_Spor",0,0
"8026","uvig_153408","Bacillota_Temp_Spor",0,0
"8027","uvig_153482","Bacillota_Temp_Spor",0,0
"8028","uvig_153499","Bacillota_Temp_Spor",0,0
"8029","uvig_153514","Bacillota_Temp_Spor",0,0
"8030","uvig_153520","Bacillota_Temp_Spor",0,0
"8031","uvig_153523","Bacillota_Temp_Spor",0,0
"8032","uvig_153526","Bacillota_Temp_Spor",0,0
"8033","uvig_153527","Bacillota_Temp_Spor",0,0
"8034","uvig_153534","Bacillota_Temp_Spor",0,0
"8035","uvig_153558","Bacillota_Temp_Spor",0,0
"8036","uvig_153586","Bacillota_Temp_Spor",0,0
"8037","uvig_153598","OtherPhyla_Temp_NonSpor",0,0
"8038","uvig_153602","OtherPhyla_Lytic_NonSpor",0,0
"8039","uvig_153612","OtherPhyla_Lytic_NonSpor",0,0
"8040","uvig_153615","Bacillota_Temp_Spor",0,0
"8041","uvig_153622","OtherPhyla_Temp_NonSpor",0,0
"8042","uvig_153627","OtherPhyla_Temp_NonSpor",0,0
"8043","uvig_15363","OtherPhyla_Lytic_NonSpor",0,0
"8044","uvig_153639","Bacillota_Temp_Spor",0,0
"8045","uvig_15364","OtherPhyla_Temp_NonSpor",0,0
"8046","uvig_15365","Bacillota_Lytic_Spor",0,0
"8047","uvig_153659","Bacillota_Lytic_Spor",0,0
"8048","uvig_153661","Bacillota_Lytic_NonSpor",0,0
"8049","uvig_153666","Bacillota_Temp_Spor",0,0
"8050","uvig_153668","OtherPhyla_Temp_NonSpor",0,0
"8051","uvig_153693","OtherPhyla_Lytic_NonSpor",0,0
"8052","uvig_153694","OtherPhyla_Temp_NonSpor",0,0
"8053","uvig_153706","OtherPhyla_Lytic_NonSpor",0,0
"8054","uvig_153714","Bacillota_Temp_Spor",0,0
"8055","uvig_153725","OtherPhyla_Temp_NonSpor",0,0
"8056","uvig_153759","Bacillota_Lytic_Spor",0,0
"8057","uvig_153763","Bacillota_Lytic_Spor",0,0
"8058","uvig_153764","OtherPhyla_Lytic_NonSpor",0,0
"8059","uvig_153765","Bacillota_Temp_Spor",0,0
"8060","uvig_153770","Bacillota_Temp_Spor",0,0
"8061","uvig_153775","Bacillota_Temp_Spor",0,0
"8062","uvig_153794","Bacillota_Temp_Spor",0,0
"8063","uvig_153853","Bacillota_Temp_Spor",0,0
"8064","uvig_153854","Bacillota_Temp_Spor",0,0
"8065","uvig_153870","Bacillota_Temp_Spor",0,0
"8066","uvig_153893","Bacillota_Temp_Spor",0,0
"8067","uvig_153894","Bacillota_Temp_Spor",0,0
"8068","uvig_153907","Bacillota_Temp_Spor",0,0
"8069","uvig_153922","Bacillota_Temp_Spor",0,0
"8070","uvig_153923","OtherPhyla_Temp_NonSpor",0,0
"8071","uvig_153999","OtherPhyla_Temp_NonSpor",0,0
"8072","uvig_154000","Bacillota_Temp_Spor",0,0
"8073","uvig_154016","Bacillota_Temp_Spor",0,0
"8074","uvig_154019","Bacillota_Temp_Spor",0,0
"8075","uvig_154021","OtherPhyla_Lytic_NonSpor",0,0
"8076","uvig_154080","Bacillota_Temp_Spor",0,0
"8077","uvig_154082","OtherPhyla_Lytic_NonSpor",0,0
"8078","uvig_154084","Bacillota_Temp_Spor",0,0
"8079","uvig_154086","OtherPhyla_Lytic_NonSpor",0,0
"8080","uvig_154092","Bacillota_Temp_Spor",0,0
"8081","uvig_154098","Bacillota_Temp_Spor",0,0
"8082","uvig_154108","OtherPhyla_Temp_NonSpor",0,0
"8083","uvig_154112","Bacillota_Temp_Spor",0,0
"8084","uvig_154124","OtherPhyla_Lytic_NonSpor",0,0
"8085","uvig_154194","Bacillota_Lytic_Spor",0,0
"8086","uvig_154206","OtherPhyla_Lytic_NonSpor",0,0
"8087","uvig_154250","OtherPhyla_Lytic_NonSpor",0,0
"8088","uvig_154260","OtherPhyla_Temp_NonSpor",0,0
"8089","uvig_154262","Bacillota_Temp_Spor",0,0
"8090","uvig_154264","OtherPhyla_Lytic_NonSpor",0,0
"8091","uvig_154265","Bacillota_Lytic_Spor",0,0
"8092","uvig_154269","OtherPhyla_Temp_NonSpor",0,0
"8093","uvig_1543","Bacillota_Temp_Spor",0,0
"8094","uvig_154310","Bacillota_Temp_Spor",0,0
"8095","uvig_154320","Bacillota_Lytic_Spor",0,0
"8096","uvig_154321","OtherPhyla_Lytic_NonSpor",0,0
"8097","uvig_154327","OtherPhyla_Temp_NonSpor",0,0
"8098","uvig_154328","OtherPhyla_Temp_NonSpor",0,0
"8099","uvig_15433","Bacillota_Temp_Spor",0,0
"8100","uvig_154345","Bacillota_Temp_Spor",0,0
"8101","uvig_154361","Bacillota_Lytic_Spor",0,0
"8102","uvig_154363","Bacillota_Temp_Spor",0,0
"8103","uvig_154422","OtherPhyla_Lytic_NonSpor",0,0
"8104","uvig_154428","OtherPhyla_Temp_NonSpor",0,0
"8105","uvig_154429","Bacillota_Temp_Spor",0,0
"8106","uvig_154434","Bacillota_Temp_Spor",0,0
"8107","uvig_154465","Bacillota_Temp_Spor",0,0
"8108","uvig_154468","Bacillota_Temp_Spor",0,0
"8109","uvig_154474","Bacillota_Temp_Spor",0,0
"8110","uvig_154517","Bacillota_Temp_Spor",0,0
"8111","uvig_154519","Bacillota_Temp_Spor",0,0
"8112","uvig_154520","Bacillota_Temp_Spor",0,0
"8113","uvig_154525","OtherPhyla_Lytic_NonSpor",0,0
"8114","uvig_154542","Bacillota_Temp_Spor",0,0
"8115","uvig_154558","OtherPhyla_Lytic_NonSpor",0,0
"8116","uvig_154562","OtherPhyla_Lytic_NonSpor",0,0
"8117","uvig_15457","Bacillota_Lytic_Spor",0,0
"8118","uvig_15459","Bacillota_Temp_Spor",0,0
"8119","uvig_154599","OtherPhyla_Lytic_NonSpor",0,0
"8120","uvig_154609","OtherPhyla_Lytic_NonSpor",0,0
"8121","uvig_154611","Bacillota_Lytic_Spor",0,0
"8122","uvig_154615","Bacillota_Lytic_Spor",0,0
"8123","uvig_154617","Bacillota_Temp_Spor",0,0
"8124","uvig_154619","OtherPhyla_Lytic_NonSpor",0,0
"8125","uvig_154622","Bacillota_Lytic_Spor",0,0
"8126","uvig_154625","Bacillota_Temp_Spor",0,0
"8127","uvig_154628","OtherPhyla_Temp_NonSpor",0,0
"8128","uvig_154662","Bacillota_Temp_NonSpor",0,0
"8129","uvig_154671","Bacillota_Lytic_NonSpor",0,0
"8130","uvig_154718","OtherPhyla_Lytic_NonSpor",0,0
"8131","uvig_154727","Bacillota_Temp_Spor",0,0
"8132","uvig_154737","Bacillota_Lytic_Spor",0,0
"8133","uvig_154743","OtherPhyla_Temp_NonSpor",0,0
"8134","uvig_154750","OtherPhyla_Lytic_NonSpor",0,0
"8135","uvig_154765","Bacillota_Temp_Spor",0,0
"8136","uvig_154775","Bacillota_Temp_Spor",0,0
"8137","uvig_154776","OtherPhyla_Temp_NonSpor",0,0
"8138","uvig_154777","Bacillota_Temp_Spor",0,0
"8139","uvig_154779","Bacillota_Temp_Spor",0,0
"8140","uvig_15478","Bacillota_Temp_Spor",0,0
"8141","uvig_154802","OtherPhyla_Lytic_NonSpor",1,1
"8142","uvig_154812","Bacillota_Temp_Spor",0,0
"8143","uvig_15484","OtherPhyla_Temp_NonSpor",0,0
"8144","uvig_154852","Bacillota_Temp_Spor",0,0
"8145","uvig_154856","OtherPhyla_Lytic_NonSpor",0,0
"8146","uvig_154858","OtherPhyla_Lytic_NonSpor",0,0
"8147","uvig_154882","Bacillota_Temp_Spor",0,0
"8148","uvig_154885","Bacillota_Lytic_Spor",0,0
"8149","uvig_154895","Bacillota_Temp_Spor",0,0
"8150","uvig_154897","Bacillota_Temp_Spor",0,0
"8151","uvig_154942","OtherPhyla_Lytic_NonSpor",0,0
"8152","uvig_154944","Bacillota_Temp_Spor",0,0
"8153","uvig_154985","OtherPhyla_Temp_NonSpor",0,0
"8154","uvig_154991","OtherPhyla_Lytic_NonSpor",0,0
"8155","uvig_154992","OtherPhyla_Lytic_NonSpor",0,0
"8156","uvig_154996","OtherPhyla_Temp_NonSpor",0,0
"8157","uvig_155000","OtherPhyla_Temp_NonSpor",0,0
"8158","uvig_155009","Bacillota_Lytic_Spor",0,0
"8159","uvig_155010","Bacillota_Temp_Spor",0,0
"8160","uvig_155013","Bacillota_Temp_Spor",0,0
"8161","uvig_155019","OtherPhyla_Temp_NonSpor",0,0
"8162","uvig_155021","Bacillota_Temp_Spor",0,0
"8163","uvig_155023","Bacillota_Temp_Spor",0,0
"8164","uvig_155025","OtherPhyla_Temp_NonSpor",0,0
"8165","uvig_155026","Bacillota_Temp_Spor",0,0
"8166","uvig_155027","Bacillota_Temp_Spor",0,0
"8167","uvig_155035","OtherPhyla_Lytic_NonSpor",1,1
"8168","uvig_155044","Bacillota_Temp_Spor",0,0
"8169","uvig_155080","Bacillota_Temp_Spor",0,0
"8170","uvig_155098","Bacillota_Temp_Spor",0,0
"8171","uvig_155103","Bacillota_Lytic_Spor",0,0
"8172","uvig_155106","OtherPhyla_Lytic_NonSpor",0,0
"8173","uvig_155107","Bacillota_Lytic_Spor",0,0
"8174","uvig_155142","Bacillota_Temp_Spor",0,0
"8175","uvig_155155","Bacillota_Temp_Spor",0,0
"8176","uvig_15516","Bacillota_Temp_Spor",0,0
"8177","uvig_1552","Bacillota_Temp_Spor",0,0
"8178","uvig_155211","Bacillota_Temp_Spor",0,0
"8179","uvig_155212","Bacillota_Lytic_Spor",0,0
"8180","uvig_155224","OtherPhyla_Lytic_NonSpor",0,0
"8181","uvig_155226","Bacillota_Lytic_Spor",0,0
"8182","uvig_155275","Bacillota_Temp_Spor",0,0
"8183","uvig_155304","OtherPhyla_Lytic_NonSpor",4,1
"8184","uvig_155307","OtherPhyla_Temp_NonSpor",0,0
"8185","uvig_155352","Bacillota_Temp_Spor",0,0
"8186","uvig_155353","OtherPhyla_Temp_NonSpor",0,0
"8187","uvig_155354","OtherPhyla_Lytic_NonSpor",0,0
"8188","uvig_155396","OtherPhyla_Lytic_NonSpor",0,0
"8189","uvig_155400","Bacillota_Temp_Spor",0,0
"8190","uvig_155402","Bacillota_Temp_Spor",0,0
"8191","uvig_155403","OtherPhyla_Lytic_NonSpor",0,0
"8192","uvig_155407","Bacillota_Temp_Spor",0,0
"8193","uvig_155412","OtherPhyla_Lytic_NonSpor",0,0
"8194","uvig_155452","Bacillota_Temp_Spor",0,0
"8195","uvig_155453","OtherPhyla_Lytic_NonSpor",0,0
"8196","uvig_155462","Bacillota_Temp_Spor",0,0
"8197","uvig_155469","OtherPhyla_Lytic_NonSpor",0,0
"8198","uvig_155470","OtherPhyla_Lytic_NonSpor",0,0
"8199","uvig_155473","OtherPhyla_Lytic_NonSpor",0,0
"8200","uvig_155477","Bacillota_Temp_Spor",0,0
"8201","uvig_1555","OtherPhyla_Temp_NonSpor",0,0
"8202","uvig_155510","OtherPhyla_Lytic_NonSpor",0,0
"8203","uvig_155520","Bacillota_Temp_Spor",0,0
"8204","uvig_155523","Bacillota_Temp_NonSpor",0,0
"8205","uvig_155524","Bacillota_Temp_Spor",0,0
"8206","uvig_155530","Bacillota_Lytic_Spor",0,0
"8207","uvig_155534","Bacillota_Temp_Spor",0,0
"8208","uvig_155541","Bacillota_Temp_Spor",0,0
"8209","uvig_155545","Bacillota_Temp_Spor",0,0
"8210","uvig_155550","Bacillota_Temp_Spor",0,0
"8211","uvig_155552","Bacillota_Temp_Spor",0,0
"8212","uvig_155562","Bacillota_Temp_Spor",0,0
"8213","uvig_155574","Bacillota_Temp_Spor",0,0
"8214","uvig_15561","Bacillota_Temp_Spor",0,0
"8215","uvig_155650","Bacillota_Temp_Spor",0,0
"8216","uvig_155666","OtherPhyla_Lytic_NonSpor",0,0
"8217","uvig_155668","OtherPhyla_Lytic_NonSpor",0,0
"8218","uvig_155673","OtherPhyla_Lytic_NonSpor",0,0
"8219","uvig_155706","OtherPhyla_Lytic_NonSpor",0,0
"8220","uvig_155710","Bacillota_Temp_Spor",0,0
"8221","uvig_155712","OtherPhyla_Lytic_NonSpor",0,0
"8222","uvig_155743","Bacillota_Temp_Spor",0,0
"8223","uvig_155750","Bacillota_Temp_Spor",0,0
"8224","uvig_155756","Bacillota_Temp_Spor",0,0
"8225","uvig_155759","OtherPhyla_Lytic_NonSpor",0,0
"8226","uvig_155762","Bacillota_Temp_Spor",0,0
"8227","uvig_155765","OtherPhyla_Temp_NonSpor",0,0
"8228","uvig_155798","Bacillota_Temp_Spor",0,0
"8229","uvig_155804","OtherPhyla_Lytic_NonSpor",0,0
"8230","uvig_155805","Bacillota_Temp_Spor",0,0
"8231","uvig_155809","Bacillota_Temp_NonSpor",0,0
"8232","uvig_155812","Bacillota_Temp_Spor",0,0
"8233","uvig_155813","Bacillota_Temp_NonSpor",0,0
"8234","uvig_155824","Bacillota_Temp_Spor",0,0
"8235","uvig_155826","Bacillota_Temp_Spor",0,0
"8236","uvig_15584","Bacillota_Temp_Spor",0,0
"8237","uvig_15585","OtherPhyla_Temp_NonSpor",0,0
"8238","uvig_15590","Bacillota_Temp_Spor",0,0
"8239","uvig_155900","Bacillota_Temp_Spor",0,0
"8240","uvig_155945","Bacillota_Lytic_Spor",0,0
"8241","uvig_155947","Bacillota_Temp_Spor",0,0
"8242","uvig_155948","OtherPhyla_Temp_NonSpor",0,0
"8243","uvig_155955","OtherPhyla_Temp_NonSpor",0,0
"8244","uvig_155956","Bacillota_Temp_Spor",0,0
"8245","uvig_155967","OtherPhyla_Temp_NonSpor",0,0
"8246","uvig_155969","Bacillota_Lytic_Spor",0,0
"8247","uvig_155972","OtherPhyla_Temp_NonSpor",0,0
"8248","uvig_155973","Bacillota_Temp_Spor",0,0
"8249","uvig_155977","Bacillota_Temp_Spor",0,0
"8250","uvig_155990","OtherPhyla_Temp_NonSpor",0,0
"8251","uvig_156009","Bacillota_Temp_Spor",0,0
"8252","uvig_156027","Bacillota_Temp_Spor",0,0
"8253","uvig_156029","OtherPhyla_Temp_NonSpor",0,0
"8254","uvig_156043","Bacillota_Temp_Spor",0,0
"8255","uvig_156050","Bacillota_Lytic_NonSpor",0,0
"8256","uvig_156067","OtherPhyla_Lytic_NonSpor",0,0
"8257","uvig_156069","Bacillota_Lytic_Spor",0,0
"8258","uvig_156073","Bacillota_Lytic_Spor",0,0
"8259","uvig_156074","Bacillota_Temp_Spor",0,0
"8260","uvig_156075","Bacillota_Temp_Spor",0,0
"8261","uvig_156084","OtherPhyla_Temp_NonSpor",0,0
"8262","uvig_156088","OtherPhyla_Temp_NonSpor",0,0
"8263","uvig_156126","Bacillota_Temp_Spor",0,0
"8264","uvig_156127","OtherPhyla_Lytic_NonSpor",0,0
"8265","uvig_156131","Bacillota_Temp_Spor",0,0
"8266","uvig_156159","Bacillota_Temp_Spor",0,0
"8267","uvig_156160","Bacillota_Temp_Spor",0,0
"8268","uvig_156188","OtherPhyla_Lytic_NonSpor",0,0
"8269","uvig_156238","Bacillota_Temp_Spor",0,0
"8270","uvig_156248","OtherPhyla_Lytic_NonSpor",0,0
"8271","uvig_156257","Bacillota_Temp_Spor",0,0
"8272","uvig_156261","Bacillota_Temp_Spor",0,0
"8273","uvig_156262","Bacillota_Temp_Spor",0,0
"8274","uvig_156275","Bacillota_Lytic_Spor",0,0
"8275","uvig_156277","OtherPhyla_Temp_NonSpor",0,0
"8276","uvig_156287","OtherPhyla_Temp_NonSpor",0,0
"8277","uvig_156290","Bacillota_Temp_Spor",0,0
"8278","uvig_156295","Bacillota_Temp_Spor",0,0
"8279","uvig_156300","Bacillota_Temp_Spor",0,0
"8280","uvig_156404","OtherPhyla_Lytic_NonSpor",0,0
"8281","uvig_156406","OtherPhyla_Lytic_NonSpor",0,0
"8282","uvig_156407","OtherPhyla_Lytic_NonSpor",0,0
"8283","uvig_156409","Bacillota_Temp_Spor",0,0
"8284","uvig_156411","OtherPhyla_Lytic_NonSpor",0,0
"8285","uvig_156412","Bacillota_Temp_Spor",0,0
"8286","uvig_156413","Bacillota_Temp_Spor",0,0
"8287","uvig_156415","Bacillota_Temp_Spor",0,0
"8288","uvig_156442","OtherPhyla_Temp_NonSpor",0,0
"8289","uvig_156443","OtherPhyla_Lytic_NonSpor",0,0
"8290","uvig_156444","OtherPhyla_Temp_NonSpor",0,0
"8291","uvig_156449","Bacillota_Temp_Spor",0,0
"8292","uvig_156453","Bacillota_Lytic_NonSpor",0,0
"8293","uvig_156458","OtherPhyla_Lytic_NonSpor",0,0
"8294","uvig_156460","OtherPhyla_Lytic_NonSpor",0,0
"8295","uvig_156464","OtherPhyla_Temp_NonSpor",0,0
"8296","uvig_156466","Bacillota_Temp_Spor",0,0
"8297","uvig_156477","OtherPhyla_Temp_NonSpor",0,0
"8298","uvig_156491","Bacillota_Temp_Spor",0,0
"8299","uvig_156498","Bacillota_Temp_Spor",0,0
"8300","uvig_156500","Bacillota_Temp_Spor",0,0
"8301","uvig_156506","OtherPhyla_Temp_NonSpor",0,0
"8302","uvig_15651","OtherPhyla_Temp_NonSpor",0,0
"8303","uvig_156511","Bacillota_Temp_Spor",0,0
"8304","uvig_156519","Bacillota_Temp_Spor",0,0
"8305","uvig_156536","Bacillota_Temp_Spor",0,0
"8306","uvig_156594","Bacillota_Temp_Spor",0,0
"8307","uvig_156619","Bacillota_Temp_Spor",0,0
"8308","uvig_15662","Bacillota_Temp_Spor",0,0
"8309","uvig_156635","Bacillota_Temp_Spor",0,0
"8310","uvig_156636","Bacillota_Lytic_Spor",0,0
"8311","uvig_1567","OtherPhyla_Temp_NonSpor",0,0
"8312","uvig_156722","Bacillota_Temp_Spor",0,0
"8313","uvig_156734","Bacillota_Temp_Spor",0,0
"8314","uvig_156742","OtherPhyla_Lytic_NonSpor",0,0
"8315","uvig_156749","Bacillota_Temp_Spor",0,0
"8316","uvig_156753","Bacillota_Lytic_Spor",0,0
"8317","uvig_156757","Bacillota_Temp_Spor",0,0
"8318","uvig_156763","Bacillota_Temp_Spor",0,0
"8319","uvig_156769","Bacillota_Temp_Spor",0,0
"8320","uvig_156780","Bacillota_Temp_Spor",0,0
"8321","uvig_156822","OtherPhyla_Lytic_NonSpor",0,0
"8322","uvig_156843","Bacillota_Lytic_Spor",0,0
"8323","uvig_156874","Bacillota_Temp_Spor",0,0
"8324","uvig_156877","Bacillota_Temp_Spor",0,0
"8325","uvig_156882","OtherPhyla_Temp_NonSpor",0,0
"8326","uvig_15689","Bacillota_Temp_Spor",0,0
"8327","uvig_156893","Bacillota_Temp_Spor",0,0
"8328","uvig_156897","Bacillota_Temp_NonSpor",0,0
"8329","uvig_156915","Bacillota_Temp_Spor",0,0
"8330","uvig_156937","Bacillota_Temp_Spor",0,0
"8331","uvig_156947","Bacillota_Temp_Spor",0,0
"8332","uvig_156950","Bacillota_Temp_Spor",0,0
"8333","uvig_156992","Bacillota_Temp_NonSpor",0,0
"8334","uvig_1570","OtherPhyla_Temp_NonSpor",0,0
"8335","uvig_157019","OtherPhyla_Lytic_NonSpor",0,0
"8336","uvig_157061","Bacillota_Temp_Spor",0,0
"8337","uvig_157072","OtherPhyla_Lytic_NonSpor",0,0
"8338","uvig_157086","Bacillota_Temp_Spor",0,0
"8339","uvig_157121","OtherPhyla_Temp_NonSpor",0,0
"8340","uvig_157125","OtherPhyla_Lytic_NonSpor",0,0
"8341","uvig_157127","OtherPhyla_Temp_NonSpor",0,0
"8342","uvig_15713","OtherPhyla_Temp_NonSpor",0,0
"8343","uvig_157135","OtherPhyla_Temp_NonSpor",0,0
"8344","uvig_157140","Bacillota_Temp_Spor",0,0
"8345","uvig_15716","Bacillota_Temp_Spor",0,0
"8346","uvig_157184","OtherPhyla_Lytic_NonSpor",0,0
"8347","uvig_157185","Bacillota_Temp_Spor",0,0
"8348","uvig_157195","OtherPhyla_Lytic_NonSpor",0,0
"8349","uvig_157200","OtherPhyla_Lytic_NonSpor",0,0
"8350","uvig_157221","OtherPhyla_Lytic_NonSpor",0,0
"8351","uvig_157222","OtherPhyla_Lytic_NonSpor",0,0
"8352","uvig_157239","Bacillota_Temp_Spor",1,1
"8353","uvig_157295","Bacillota_Lytic_Spor",0,0
"8354","uvig_157307","Bacillota_Temp_Spor",0,0
"8355","uvig_157312","Bacillota_Lytic_Spor",0,0
"8356","uvig_157314","Bacillota_Temp_Spor",0,0
"8357","uvig_157321","Bacillota_Temp_Spor",0,0
"8358","uvig_157326","OtherPhyla_Temp_NonSpor",0,0
"8359","uvig_157337","Bacillota_Temp_Spor",0,0
"8360","uvig_157338","Bacillota_Temp_Spor",0,0
"8361","uvig_157339","Bacillota_Temp_Spor",0,0
"8362","uvig_157351","OtherPhyla_Lytic_NonSpor",0,0
"8363","uvig_157354","Bacillota_Temp_Spor",0,0
"8364","uvig_157408","Bacillota_Temp_Spor",0,0
"8365","uvig_15743","OtherPhyla_Lytic_NonSpor",0,0
"8366","uvig_157456","Bacillota_Temp_NonSpor",0,0
"8367","uvig_157459","Bacillota_Temp_Spor",0,0
"8368","uvig_157479","Bacillota_Lytic_Spor",0,0
"8369","uvig_1575","OtherPhyla_Lytic_NonSpor",0,0
"8370","uvig_157523","OtherPhyla_Lytic_NonSpor",0,0
"8371","uvig_157535","Bacillota_Lytic_Spor",0,0
"8372","uvig_157539","Bacillota_Temp_Spor",0,0
"8373","uvig_157542","Bacillota_Temp_Spor",0,0
"8374","uvig_157555","Bacillota_Temp_Spor",0,0
"8375","uvig_157586","Bacillota_Lytic_Spor",0,0
"8376","uvig_157638","Bacillota_Temp_Spor",0,0
"8377","uvig_157641","Bacillota_Temp_Spor",0,0
"8378","uvig_157643","Bacillota_Temp_Spor",0,0
"8379","uvig_157646","Bacillota_Temp_Spor",0,0
"8380","uvig_157674","Bacillota_Temp_Spor",0,0
"8381","uvig_157677","OtherPhyla_Temp_NonSpor",0,0
"8382","uvig_157680","Bacillota_Temp_Spor",0,0
"8383","uvig_157681","Bacillota_Temp_Spor",0,0
"8384","uvig_157683","Bacillota_Temp_Spor",0,0
"8385","uvig_157684","Bacillota_Temp_Spor",0,0
"8386","uvig_157692","OtherPhyla_Lytic_NonSpor",4,1
"8387","uvig_157721","Bacillota_Temp_Spor",0,0
"8388","uvig_157728","OtherPhyla_Temp_NonSpor",0,0
"8389","uvig_157756","OtherPhyla_Lytic_NonSpor",0,0
"8390","uvig_157757","Bacillota_Temp_Spor",0,0
"8391","uvig_157760","Bacillota_Temp_Spor",1,1
"8392","uvig_157767","Bacillota_Temp_Spor",0,0
"8393","uvig_157768","Bacillota_Temp_Spor",0,0
"8394","uvig_157779","Bacillota_Temp_Spor",0,0
"8395","uvig_157782","Bacillota_Temp_Spor",0,0
"8396","uvig_157794","OtherPhyla_Temp_NonSpor",0,0
"8397","uvig_15782","OtherPhyla_Lytic_NonSpor",0,0
"8398","uvig_15786","Bacillota_Temp_Spor",0,0
"8399","uvig_157892","Bacillota_Temp_Spor",0,0
"8400","uvig_157902","OtherPhyla_Lytic_NonSpor",0,0
"8401","uvig_157904","Bacillota_Temp_Spor",0,0
"8402","uvig_157906","Bacillota_Temp_Spor",0,0
"8403","uvig_157910","Bacillota_Temp_Spor",0,0
"8404","uvig_157912","Bacillota_Temp_Spor",0,0
"8405","uvig_157914","Bacillota_Temp_Spor",0,0
"8406","uvig_157939","OtherPhyla_Lytic_NonSpor",0,0
"8407","uvig_157949","Bacillota_Temp_Spor",0,0
"8408","uvig_157993","Bacillota_Temp_Spor",0,0
"8409","uvig_158004","Bacillota_Temp_Spor",0,0
"8410","uvig_158008","Bacillota_Temp_Spor",0,0
"8411","uvig_158023","Bacillota_Temp_Spor",0,0
"8412","uvig_158036","Bacillota_Temp_Spor",0,0
"8413","uvig_158039","Bacillota_Temp_Spor",0,0
"8414","uvig_158041","Bacillota_Temp_Spor",0,0
"8415","uvig_158047","OtherPhyla_Temp_NonSpor",0,0
"8416","uvig_15805","OtherPhyla_Lytic_NonSpor",0,0
"8417","uvig_158050","Bacillota_Lytic_Spor",0,0
"8418","uvig_158059","Bacillota_Temp_Spor",0,0
"8419","uvig_158066","Bacillota_Temp_Spor",0,0
"8420","uvig_158098","OtherPhyla_Temp_NonSpor",0,0
"8421","uvig_158201","OtherPhyla_Lytic_NonSpor",0,0
"8422","uvig_158202","Bacillota_Temp_Spor",0,0
"8423","uvig_158203","Bacillota_Temp_Spor",0,0
"8424","uvig_158237","Bacillota_Temp_Spor",0,0
"8425","uvig_158239","OtherPhyla_Temp_NonSpor",0,0
"8426","uvig_158241","Bacillota_Temp_Spor",0,0
"8427","uvig_158243","Bacillota_Temp_Spor",0,0
"8428","uvig_158245","Bacillota_Lytic_Spor",0,0
"8429","uvig_158255","Bacillota_Lytic_Spor",0,0
"8430","uvig_158294","Bacillota_Temp_Spor",0,0
"8431","uvig_158296","Bacillota_Temp_Spor",0,0
"8432","uvig_158301","Bacillota_Temp_Spor",0,0
"8433","uvig_158304","Bacillota_Lytic_Spor",0,0
"8434","uvig_158308","Bacillota_Temp_Spor",0,0
"8435","uvig_158310","Bacillota_Lytic_Spor",0,0
"8436","uvig_158331","Bacillota_Temp_Spor",0,0
"8437","uvig_158388","Bacillota_Temp_Spor",0,0
"8438","uvig_158392","OtherPhyla_Lytic_NonSpor",0,0
"8439","uvig_158421","Bacillota_Temp_Spor",0,0
"8440","uvig_158427","Bacillota_Temp_Spor",0,0
"8441","uvig_158432","Bacillota_Temp_Spor",0,0
"8442","uvig_15852","OtherPhyla_Lytic_NonSpor",0,0
"8443","uvig_158520","Bacillota_Temp_Spor",0,0
"8444","uvig_158522","Bacillota_Temp_Spor",0,0
"8445","uvig_158527","Bacillota_Temp_Spor",0,0
"8446","uvig_158530","Bacillota_Temp_Spor",0,0
"8447","uvig_158547","Bacillota_Temp_Spor",0,0
"8448","uvig_158550","Bacillota_Temp_Spor",0,0
"8449","uvig_15858","OtherPhyla_Lytic_NonSpor",0,0
"8450","uvig_158580","Bacillota_Temp_Spor",0,0
"8451","uvig_15859","OtherPhyla_Lytic_NonSpor",0,0
"8452","uvig_158591","Bacillota_Temp_Spor",0,0
"8453","uvig_158598","Bacillota_Temp_Spor",0,0
"8454","uvig_158613","OtherPhyla_Temp_NonSpor",0,0
"8455","uvig_158615","Bacillota_Temp_Spor",0,0
"8456","uvig_158618","Bacillota_Temp_Spor",0,0
"8457","uvig_158620","Bacillota_Temp_Spor",0,0
"8458","uvig_158624","Bacillota_Temp_Spor",0,0
"8459","uvig_158632","Bacillota_Temp_Spor",0,0
"8460","uvig_158642","Bacillota_Temp_Spor",0,0
"8461","uvig_158643","OtherPhyla_Temp_NonSpor",0,0
"8462","uvig_158647","Bacillota_Temp_Spor",0,0
"8463","uvig_158681","OtherPhyla_Temp_NonSpor",0,0
