genome,threshold,cluster_method,comparison_algorithm,greedy_representative,primary_cluster,original_secondary_cluster,secondary_cluster
KX346245.fna,0.005,greedy,fastANI,True,0,0_2305,0_2305
KX346246.fna,0.005,greedy,fastANI,True,0,0_2416,0_2416
KX346247.fna,0.005,greedy,fastANI,True,0,0_2350,0_2350
KX346248.fna,0.005,greedy,fastANI,True,0,0_2237,0_2237
KX346249.fna,0.005,greedy,fastANI,False,0,0_2239,0_2239
KX346250.fna,0.005,greedy,fastANI,True,0,0_2303,0_2303
KX349899.fna,0.005,greedy,fastANI,True,0,0_2515,0_2515
KX349900.fna,0.005,greedy,fastANI,True,0,0_2505,0_2505
KX349901.fna,0.005,greedy,fastANI,True,0,0_2527,0_2527
KX349902.fna,0.005,greedy,fastANI,True,0,0_83,0_83
KX349903.fna,0.005,greedy,fastANI,True,0,0_78,0_78
KX373685.fna,0.005,greedy,fastANI,True,0,0_2533,0_2533
KX373686.fna,0.005,greedy,fastANI,True,0,0_2531,0_2531
KX373687.fna,0.005,greedy,fastANI,True,0,0_2548,0_2548
KX373688.fna,0.005,greedy,fastANI,True,0,0_2586,0_2586
KX373689.fna,0.005,greedy,fastANI,True,0,0_2553,0_2553
KX373690.fna,0.005,greedy,fastANI,True,0,0_2546,0_2546
KX373691.fna,0.005,greedy,fastANI,True,0,0_2555,0_2555
KX373692.fna,0.005,greedy,fastANI,True,0,0_2543,0_2543
KX379664.fna,0.005,greedy,fastANI,False,0,0_2237,0_2237
KX379665.fna,0.005,greedy,fastANI,True,0,0_2430,0_2430
KX379666.fna,0.005,greedy,fastANI,False,0,0_2350,0_2350
KX379667.fna,0.005,greedy,fastANI,True,0,0_2370,0_2370
KX379668.fna,0.005,greedy,fastANI,True,0,0_2355,0_2355
KX379669.fna,0.005,greedy,fastANI,False,0,0_2350,0_2350
KX379670.fna,0.005,greedy,fastANI,True,0,0_2359,0_2359
KX379671.fna,0.005,greedy,fastANI,True,0,0_2418,0_2418
KX379672.fna,0.005,greedy,fastANI,False,0,0_2239,0_2239
KX379673.fna,0.005,greedy,fastANI,True,0,0_2239,0_2239
KX456206.fna,0.005,greedy,fastANI,True,0,0_2135,0_2135
KX456207.fna,0.005,greedy,fastANI,False,0,0_2235,0_2235
KX456208.fna,0.005,greedy,fastANI,True,0,0_2212,0_2212
KX456209.fna,0.005,greedy,fastANI,False,0,0_1966,0_1966
KX456210.fna,0.005,greedy,fastANI,True,0,0_2159,0_2159
KX456211.fna,0.005,greedy,fastANI,True,0,0_2272,0_2272
KX456212.fna,0.005,greedy,fastANI,True,0,0_2235,0_2235
KX456213.fna,0.005,greedy,fastANI,True,0,0_1966,0_1966
KX495186.fna,0.005,greedy,fastANI,True,0,0_138,0_138
KX532239.fna,0.005,greedy,fastANI,True,0,0_482,0_482
KX550065.fna,0.005,greedy,fastANI,True,0,0_1821,0_1821
KX555527.fna,0.005,greedy,fastANI,True,0,0_2502,0_2502
KX578042.fna,0.005,greedy,fastANI,True,0,0_2477,0_2477
KX578043.fna,0.005,greedy,fastANI,True,0,0_2472,0_2472
KX578044.fna,0.005,greedy,fastANI,True,0,0_2476,0_2476
KX827368.fna,0.005,greedy,fastANI,True,0,0_1586,0_1586
KX827369.fna,0.005,greedy,fastANI,True,0,0_1416,0_1416
KX827370.fna,0.005,greedy,fastANI,True,0,0_1546,0_1546
KX827371.fna,0.005,greedy,fastANI,True,0,0_1468,0_1468
KX833905.fna,0.005,greedy,fastANI,True,0,0_1768,0_1768
KX879641.fna,0.005,greedy,fastANI,True,0,0_2068,0_2068
KX879642.fna,0.005,greedy,fastANI,True,0,0_2415,0_2415
KX879643.fna,0.005,greedy,fastANI,True,0,0_2207,0_2207
KX905163.fna,0.005,greedy,fastANI,True,0,0_760,0_760
KX961629.fna,0.005,greedy,fastANI,True,0,0_110,0_110
KX961630.fna,0.005,greedy,fastANI,True,0,0_54,0_54
KX961631.fna,0.005,greedy,fastANI,True,0,0_2512,0_2512
KX961632.fna,0.005,greedy,fastANI,True,0,0_97,0_97
KX965989.fna,0.005,greedy,fastANI,True,0,0_849,0_849
KX987999.fna,0.005,greedy,fastANI,False,0,0_162,0_162
KY000084.fna,0.005,greedy,fastANI,False,0,0_2698,0_2698
KY000085.fna,0.005,greedy,fastANI,False,0,0_2698,0_2698
KY030782.fna,0.005,greedy,fastANI,True,0,0_530,0_530
KY038360.fna,0.005,greedy,fastANI,True,0,0_2526,0_2526
KY056620.fna,0.005,greedy,fastANI,True,0,0_955,0_955
KY065449.fna,0.005,greedy,fastANI,True,0,0_2209,0_2209
KY065450.fna,0.005,greedy,fastANI,True,0,0_1548,0_1548
KY065451.fna,0.005,greedy,fastANI,True,0,0_1397,0_1397
KY065452.fna,0.005,greedy,fastANI,True,0,0_1480,0_1480
KY065453.fna,0.005,greedy,fastANI,True,0,0_1832,0_1832
KY065454.fna,0.005,greedy,fastANI,True,0,0_2133,0_2133
KY065455.fna,0.005,greedy,fastANI,True,0,0_1864,0_1864
KY065456.fna,0.005,greedy,fastANI,True,0,0_1773,0_1773
KY065457.fna,0.005,greedy,fastANI,True,0,0_2140,0_2140
KY065458.fna,0.005,greedy,fastANI,True,0,0_2092,0_2092
KY065459.fna,0.005,greedy,fastANI,True,0,0_2152,0_2152
KY065460.fna,0.005,greedy,fastANI,True,0,0_2179,0_2179
KY065461.fna,0.005,greedy,fastANI,True,0,0_1839,0_1839
KY065462.fna,0.005,greedy,fastANI,True,0,0_1872,0_1872
KY065463.fna,0.005,greedy,fastANI,True,0,0_1953,0_1953
KY065464.fna,0.005,greedy,fastANI,True,0,0_2177,0_2177
KY065465.fna,0.005,greedy,fastANI,True,0,0_2114,0_2114
KY065466.fna,0.005,greedy,fastANI,True,0,0_2178,0_2178
KY065467.fna,0.005,greedy,fastANI,True,0,0_2169,0_2169
KY065468.fna,0.005,greedy,fastANI,True,0,0_2260,0_2260
KY065469.fna,0.005,greedy,fastANI,True,0,0_2234,0_2234
KY065470.fna,0.005,greedy,fastANI,True,0,0_2175,0_2175
KY065471.fna,0.005,greedy,fastANI,True,0,0_1901,0_1901
KY065472.fna,0.005,greedy,fastANI,True,0,0_1582,0_1582
KY065473.fna,0.005,greedy,fastANI,True,0,0_1365,0_1365
KY065474.fna,0.005,greedy,fastANI,True,0,0_1680,0_1680
KY065475.fna,0.005,greedy,fastANI,True,0,0_1538,0_1538
KY065476.fna,0.005,greedy,fastANI,True,0,0_1462,0_1462
KY065477.fna,0.005,greedy,fastANI,True,0,0_1648,0_1648
KY065478.fna,0.005,greedy,fastANI,True,0,0_1506,0_1506
KY065479.fna,0.005,greedy,fastANI,True,0,0_1807,0_1807
KY065480.fna,0.005,greedy,fastANI,True,0,0_1498,0_1498
KY065481.fna,0.005,greedy,fastANI,True,0,0_2087,0_2087
KY065482.fna,0.005,greedy,fastANI,True,0,0_2073,0_2073
KY065483.fna,0.005,greedy,fastANI,True,0,0_2236,0_2236
KY065484.fna,0.005,greedy,fastANI,True,0,0_2384,0_2384
KY065485.fna,0.005,greedy,fastANI,True,0,0_1848,0_1848
KY065486.fna,0.005,greedy,fastANI,True,0,0_1527,0_1527
KY065487.fna,0.005,greedy,fastANI,True,0,0_1804,0_1804
KY065488.fna,0.005,greedy,fastANI,True,0,0_1521,0_1521
KY065489.fna,0.005,greedy,fastANI,True,0,0_2251,0_2251
KY065490.fna,0.005,greedy,fastANI,True,0,0_1905,0_1905
KY065491.fna,0.005,greedy,fastANI,True,0,0_1867,0_1867
KY065492.fna,0.005,greedy,fastANI,True,0,0_1677,0_1677
KY065493.fna,0.005,greedy,fastANI,True,0,0_1805,0_1805
KY065494.fna,0.005,greedy,fastANI,True,0,0_2231,0_2231
KY065495.fna,0.005,greedy,fastANI,False,0,0_2231,0_2231
KY065496.fna,0.005,greedy,fastANI,True,0,0_1290,0_1290
KY065497.fna,0.005,greedy,fastANI,True,0,0_696,0_696
KY065498.fna,0.005,greedy,fastANI,True,0,0_1634,0_1634
KY065499.fna,0.005,greedy,fastANI,True,0,0_2145,0_2145
KY065500.fna,0.005,greedy,fastANI,True,0,0_1598,0_1598
KY065501.fna,0.005,greedy,fastANI,True,0,0_1665,0_1665
KY065502.fna,0.005,greedy,fastANI,True,0,0_1789,0_1789
KY065503.fna,0.005,greedy,fastANI,True,0,0_2199,0_2199
KY065504.fna,0.005,greedy,fastANI,True,0,0_1965,0_1965
KY065505.fna,0.005,greedy,fastANI,True,0,0_1460,0_1460
KY206887.fna,0.005,greedy,fastANI,True,0,0_860,0_860
KY303907.fna,0.005,greedy,fastANI,True,0,0_709,0_709
KY349816.fna,0.005,greedy,fastANI,False,0,0_1866,0_1866
KY363359.fna,0.005,greedy,fastANI,True,0,0_2279,0_2279
KY368639.fna,0.005,greedy,fastANI,True,0,0_275,0_275
KY368640.fna,0.005,greedy,fastANI,True,0,0_161,0_161
KY381600.fna,0.005,greedy,fastANI,True,0,0_637,0_637
KY389063.fna,0.005,greedy,fastANI,True,0,0_1270,0_1270
KY389064.fna,0.005,greedy,fastANI,True,0,0_1361,0_1361
KY442063.fna,0.005,greedy,fastANI,True,0,0_2661,0_2661
KY471386.fna,0.005,greedy,fastANI,True,0,0_2680,0_2680
KY472224.fna,0.005,greedy,fastANI,True,0,0_747,0_747
KY549443.fna,0.005,greedy,fastANI,True,0,0_169,0_169
KY554760.fna,0.005,greedy,fastANI,True,0,0_2484,0_2484
KY554761.fna,0.005,greedy,fastANI,False,0,0_2484,0_2484
KY554762.fna,0.005,greedy,fastANI,True,0,0_689,0_689
KY554763.fna,0.005,greedy,fastANI,True,0,0_692,0_692
KY554764.fna,0.005,greedy,fastANI,True,0,0_695,0_695
KY554765.fna,0.005,greedy,fastANI,True,0,0_691,0_691
KY554766.fna,0.005,greedy,fastANI,False,0,0_679,0_679
KY554767.fna,0.005,greedy,fastANI,True,0,0_679,0_679
KY554768.fna,0.005,greedy,fastANI,False,0,0_544,0_544
KY554769.fna,0.005,greedy,fastANI,False,0,0_544,0_544
KY554770.fna,0.005,greedy,fastANI,True,0,0_544,0_544
KY554771.fna,0.005,greedy,fastANI,True,0,0_503,0_503
KY554772.fna,0.005,greedy,fastANI,True,0,0_533,0_533
KY554773.fna,0.005,greedy,fastANI,True,0,0_543,0_543
KY554774.fna,0.005,greedy,fastANI,False,0,0_544,0_544
KY554775.fna,0.005,greedy,fastANI,False,0,0_543,0_543
KY554776.fna,0.005,greedy,fastANI,False,0,0_544,0_544
KY554777.fna,0.005,greedy,fastANI,True,0,0_532,0_532
KY565347.fna,0.005,greedy,fastANI,True,0,0_917,0_917
KY581279.fna,0.005,greedy,fastANI,False,0,0_289,0_289
KY629621.fna,0.005,greedy,fastANI,True,0,0_776,0_776
KY653116.fna,0.005,greedy,fastANI,True,0,0_995,0_995
KY653117.fna,0.005,greedy,fastANI,True,0,0_1053,0_1053
KY653120.fna,0.005,greedy,fastANI,True,0,0_1249,0_1249
KY653123.fna,0.005,greedy,fastANI,True,0,0_1110,0_1110
KY653124.fna,0.005,greedy,fastANI,True,0,0_1160,0_1160
KY653125.fna,0.005,greedy,fastANI,True,0,0_1221,0_1221
KY653126.fna,0.005,greedy,fastANI,True,0,0_1217,0_1217
KY653129.fna,0.005,greedy,fastANI,True,0,0_1014,0_1014
KY695153.fna,0.005,greedy,fastANI,False,0,0_1119,0_1119
KY705251.fna,0.005,greedy,fastANI,True,0,0_2020,0_2020
KY705252.fna,0.005,greedy,fastANI,True,0,0_2119,0_2119
KY705253.fna,0.005,greedy,fastANI,True,0,0_2086,0_2086
KY705254.fna,0.005,greedy,fastANI,False,0,0_2086,0_2086
KY705255.fna,0.005,greedy,fastANI,True,0,0_1989,0_1989
KY705256.fna,0.005,greedy,fastANI,True,0,0_1970,0_1970
KY705257.fna,0.005,greedy,fastANI,True,0,0_2042,0_2042
KY705258.fna,0.005,greedy,fastANI,True,0,0_1765,0_1765
KY705259.fna,0.005,greedy,fastANI,True,0,0_1868,0_1868
KY705260.fna,0.005,greedy,fastANI,True,0,0_2143,0_2143
KY705261.fna,0.005,greedy,fastANI,True,0,0_2211,0_2211
KY705262.fna,0.005,greedy,fastANI,True,0,0_2003,0_2003
KY705263.fna,0.005,greedy,fastANI,True,0,0_2217,0_2217
KY705264.fna,0.005,greedy,fastANI,True,0,0_2168,0_2168
KY705265.fna,0.005,greedy,fastANI,True,0,0_2078,0_2078
KY705266.fna,0.005,greedy,fastANI,True,0,0_2019,0_2019
KY705267.fna,0.005,greedy,fastANI,False,0,0_2127,0_2127
KY705268.fna,0.005,greedy,fastANI,True,0,0_2089,0_2089
KY705269.fna,0.005,greedy,fastANI,False,0,0_2089,0_2089
KY705270.fna,0.005,greedy,fastANI,True,0,0_1813,0_1813
KY705271.fna,0.005,greedy,fastANI,True,0,0_1956,0_1956
KY705272.fna,0.005,greedy,fastANI,True,0,0_2047,0_2047
KY705273.fna,0.005,greedy,fastANI,True,0,0_1871,0_1871
KY705274.fna,0.005,greedy,fastANI,True,0,0_1971,0_1971
KY705275.fna,0.005,greedy,fastANI,True,0,0_1988,0_1988
KY705276.fna,0.005,greedy,fastANI,True,0,0_1993,0_1993
KY705277.fna,0.005,greedy,fastANI,True,0,0_2157,0_2157
KY705278.fna,0.005,greedy,fastANI,True,0,0_1827,0_1827
KY705279.fna,0.005,greedy,fastANI,True,0,0_2010,0_2010
KY705280.fna,0.005,greedy,fastANI,True,0,0_2016,0_2016
KY705281.fna,0.005,greedy,fastANI,True,0,0_1894,0_1894
KY705282.fna,0.005,greedy,fastANI,True,0,0_2126,0_2126
KY705283.fna,0.005,greedy,fastANI,True,0,0_2127,0_2127
KY705284.fna,0.005,greedy,fastANI,True,0,0_2005,0_2005
KY705285.fna,0.005,greedy,fastANI,True,0,0_2113,0_2113
KY705286.fna,0.005,greedy,fastANI,True,0,0_2129,0_2129
KY705287.fna,0.005,greedy,fastANI,True,0,0_1888,0_1888
KY705288.fna,0.005,greedy,fastANI,True,0,0_2062,0_2062
KY705289.fna,0.005,greedy,fastANI,True,0,0_2035,0_2035
KY705290.fna,0.005,greedy,fastANI,True,0,0_2059,0_2059
KY744240.fna,0.005,greedy,fastANI,True,0,0_1689,0_1689
KY779848.fna,0.005,greedy,fastANI,True,0,0_481,0_481
KY779849.fna,0.005,greedy,fastANI,True,0,0_332,0_332
KY794641.fna,0.005,greedy,fastANI,True,0,0_320,0_320
KY794642.fna,0.005,greedy,fastANI,True,0,0_307,0_307
KY794643.fna,0.005,greedy,fastANI,True,0,0_406,0_406
KY821088.fna,0.005,greedy,fastANI,True,0,0_2588,0_2588
KY888143.fna,0.005,greedy,fastANI,True,0,0_2407,0_2407
KY888882.fna,0.005,greedy,fastANI,True,0,0_41,0_41
KY921761.fna,0.005,greedy,fastANI,True,0,0_2606,0_2606
KY926698.fna,0.005,greedy,fastANI,False,0,0_2407,0_2407
KY926699.fna,0.005,greedy,fastANI,False,0,0_2407,0_2407
KY947509.fna,0.005,greedy,fastANI,True,0,0_2489,0_2489
KY963369.fna,0.005,greedy,fastANI,True,0,0_1509,0_1509
KY963370.fna,0.005,greedy,fastANI,True,0,0_1512,0_1512
KY963371.fna,0.005,greedy,fastANI,True,0,0_1537,0_1537
KY996523.fna,0.005,greedy,fastANI,True,0,0_2636,0_2636
L67CG.fna,0.005,greedy,fastANI,True,0,0_2550,0_2550
LC492751.fna,0.005,greedy,fastANI,True,0,0_449,0_449
LC492752.fna,0.005,greedy,fastANI,True,0,0_441,0_441
LC513943.fna,0.005,greedy,fastANI,False,0,0_1426,0_1426
LC541428.fna,0.005,greedy,fastANI,True,0,0_942,0_942
LC547238.fna,0.005,greedy,fastANI,True,0,0_761,0_761
LC557520.fna,0.005,greedy,fastANI,True,0,0_298,0_298
LC574321.fna,0.005,greedy,fastANI,True,0,0_388,0_388
LC576631.fna,0.005,greedy,fastANI,True,0,0_470,0_470
LC596377.fna,0.005,greedy,fastANI,False,0,0_311,0_311
LC596378.fna,0.005,greedy,fastANI,False,0,0_311,0_311
LC596379.fna,0.005,greedy,fastANI,False,0,0_311,0_311
LC597490.fna,0.005,greedy,fastANI,True,0,0_19,0_19
LC623721.fna,0.005,greedy,fastANI,True,0,0_1696,0_1696
LC628082.fna,0.005,greedy,fastANI,True,0,0_2761,0_2761
LC644557.fna,0.005,greedy,fastANI,True,0,0_2734,0_2734
LC647030.fna,0.005,greedy,fastANI,True,0,0_474,0_474
LC648442.fna,0.005,greedy,fastANI,True,0,0_344,0_344
LC680884.fna,0.005,greedy,fastANI,True,0,0_16,0_16
LC680885.fna,0.005,greedy,fastANI,True,0,0_6,0_6
LC709172.fna,0.005,greedy,fastANI,False,0,0_2707,0_2707
LC742552.fna,0.005,greedy,fastANI,True,0,0_2726,0_2726
LC779550.fna,0.005,greedy,fastANI,False,0,0_944,0_944
LC785692.fna,0.005,greedy,fastANI,True,0,0_157,0_157
LC788703.fna,0.005,greedy,fastANI,True,0,0_444,0_444
LC788704.fna,0.005,greedy,fastANI,True,0,0_393,0_393
LC805022.fna,0.005,greedy,fastANI,True,0,0_1840,0_1840
LC805024.fna,0.005,greedy,fastANI,True,0,0_326,0_326
LK392619.fna,0.005,greedy,fastANI,True,0,0_2616,0_2616
LK985321.fna,0.005,greedy,fastANI,True,0,0_2259,0_2259
LK985322.fna,0.005,greedy,fastANI,True,0,0_812,0_812
LN681534.fna,0.005,greedy,fastANI,True,0,0_1062,0_1062
LN681535.fna,0.005,greedy,fastANI,True,0,0_1342,0_1342
LN681536.fna,0.005,greedy,fastANI,True,0,0_1353,0_1353
LN681537.fna,0.005,greedy,fastANI,True,0,0_517,0_517
LN681538.fna,0.005,greedy,fastANI,True,0,0_2248,0_2248
LN681539.fna,0.005,greedy,fastANI,True,0,0_883,0_883
LN681540.fna,0.005,greedy,fastANI,True,0,0_2218,0_2218
LN681541.fna,0.005,greedy,fastANI,True,0,0_1042,0_1042
LN681542.fna,0.005,greedy,fastANI,True,0,0_842,0_842
LN881738.fna,0.005,greedy,fastANI,True,0,0_1378,0_1378
LN885237.fna,0.005,greedy,fastANI,True,0,0_2094,0_2094
LR031359.fna,0.005,greedy,fastANI,False,0,0_378,0_378
LR215718.fna,0.005,greedy,fastANI,True,0,0_190,0_190
LR215719.fna,0.005,greedy,fastANI,True,0,0_182,0_182
LR215720.fna,0.005,greedy,fastANI,True,0,0_163,0_163
LR215721.fna,0.005,greedy,fastANI,True,0,0_174,0_174
LR596902.fna,0.005,greedy,fastANI,True,0,0_969,0_969
LR596903.fna,0.005,greedy,fastANI,True,0,0_1010,0_1010
LR990833.fna,0.005,greedy,fastANI,True,0,0_1219,0_1219
LR990834.fna,0.005,greedy,fastANI,True,0,0_2674,0_2674
LR990835.fna,0.005,greedy,fastANI,True,0,0_203,0_203
LR991625.fna,0.005,greedy,fastANI,True,0,0_1196,0_1196
LT546029.fna,0.005,greedy,fastANI,True,0,0_611,0_611
LT600745.fna,0.005,greedy,fastANI,True,0,0_2732,0_2732
LT615366.fna,0.005,greedy,fastANI,True,0,0_602,0_602
LT630001.fna,0.005,greedy,fastANI,True,0,0_2691,0_2691
LT960608.fna,0.005,greedy,fastANI,True,0,0_153,0_153
LT960610.fna,0.005,greedy,fastANI,True,0,0_293,0_293
MF001358.fna,0.005,greedy,fastANI,False,0,0_348,0_348
MF001361.fna,0.005,greedy,fastANI,True,0,0_348,0_348
MF001365.fna,0.005,greedy,fastANI,True,0,0_324,0_324
MF001367.fna,0.005,greedy,fastANI,True,0,0_2801,0_2801
MF041990.fna,0.005,greedy,fastANI,True,0,0_1657,0_1657
MF156577.fna,0.005,greedy,fastANI,True,0,0_2524,0_2524
MF156578.fna,0.005,greedy,fastANI,False,0,0_2511,0_2511
MF156580.fna,0.005,greedy,fastANI,False,0,0_2528,0_2528
MF161328.fna,0.005,greedy,fastANI,True,0,0_1597,0_1597
MF172979.fna,0.005,greedy,fastANI,True,0,0_591,0_591
MF176161.fna,0.005,greedy,fastANI,True,0,0_1958,0_1958
MF288917.fna,0.005,greedy,fastANI,True,0,0_81,0_81
MF288918.fna,0.005,greedy,fastANI,True,0,0_76,0_76
MF288919.fna,0.005,greedy,fastANI,True,0,0_93,0_93
MF288920.fna,0.005,greedy,fastANI,True,0,0_72,0_72
MF288921.fna,0.005,greedy,fastANI,False,0,0_92,0_92
MF288922.fna,0.005,greedy,fastANI,True,0,0_111,0_111
MF346933.fna,0.005,greedy,fastANI,True,0,0_2421,0_2421
MF360957.fna,0.005,greedy,fastANI,True,0,0_15,0_15
MF398190.fna,0.005,greedy,fastANI,True,0,0_245,0_245
MF405094.fna,0.005,greedy,fastANI,True,0,0_264,0_264
MF407276.fna,0.005,greedy,fastANI,True,0,0_2633,0_2633
MF418016.fna,0.005,greedy,fastANI,True,0,0_548,0_548
MF422185.fna,0.005,greedy,fastANI,True,0,0_183,0_183
MF428478.fna,0.005,greedy,fastANI,True,0,0_1495,0_1495
MF428479.fna,0.005,greedy,fastANI,True,0,0_1544,0_1544
MF428480.fna,0.005,greedy,fastANI,False,0,0_1586,0_1586
MF428481.fna,0.005,greedy,fastANI,False,0,0_1586,0_1586
MF443119.fna,0.005,greedy,fastANI,True,0,0_2568,0_2568
MF443120.fna,0.005,greedy,fastANI,True,0,0_2585,0_2585
MF443121.fna,0.005,greedy,fastANI,True,0,0_2564,0_2564
MF443122.fna,0.005,greedy,fastANI,True,0,0_2574,0_2574
MF443123.fna,0.005,greedy,fastANI,True,0,0_2552,0_2552
MF443124.fna,0.005,greedy,fastANI,True,0,0_2596,0_2596
MF443125.fna,0.005,greedy,fastANI,True,0,0_2547,0_2547
MF443126.fna,0.005,greedy,fastANI,True,0,0_2540,0_2540
MF448554.fna,0.005,greedy,fastANI,True,0,0_2244,0_2244
MF448555.fna,0.005,greedy,fastANI,True,0,0_2461,0_2461
MF448556.fna,0.005,greedy,fastANI,True,0,0_2395,0_2395
MF448557.fna,0.005,greedy,fastANI,True,0,0_2349,0_2349
MF448558.fna,0.005,greedy,fastANI,True,0,0_2482,0_2482
MF448559.fna,0.005,greedy,fastANI,True,0,0_2270,0_2270
MF448560.fna,0.005,greedy,fastANI,True,0,0_2268,0_2268
MF448561.fna,0.005,greedy,fastANI,True,0,0_2354,0_2354
MF448562.fna,0.005,greedy,fastANI,True,0,0_2266,0_2266
MF448563.fna,0.005,greedy,fastANI,True,0,0_2309,0_2309
MF448564.fna,0.005,greedy,fastANI,True,0,0_2365,0_2365
MF448565.fna,0.005,greedy,fastANI,True,0,0_2348,0_2348
MF448566.fna,0.005,greedy,fastANI,True,0,0_2302,0_2302
MF448567.fna,0.005,greedy,fastANI,True,0,0_2453,0_2453
MF448568.fna,0.005,greedy,fastANI,True,0,0_2336,0_2336
MF448569.fna,0.005,greedy,fastANI,True,0,0_2319,0_2319
MF448570.fna,0.005,greedy,fastANI,True,0,0_2438,0_2438
MF448571.fna,0.005,greedy,fastANI,True,0,0_2494,0_2494
MF448572.fna,0.005,greedy,fastANI,True,0,0_2375,0_2375
MF498901.fna,0.005,greedy,fastANI,True,0,0_118,0_118
MF547662.fna,0.005,greedy,fastANI,True,0,0_493,0_493
MF547663.fna,0.005,greedy,fastANI,True,0,0_509,0_509
MF580410.fna,0.005,greedy,fastANI,True,0,0_973,0_973
MF580759.fna,0.005,greedy,fastANI,True,0,0_1990,0_1990
MF580760.fna,0.005,greedy,fastANI,True,0,0_2067,0_2067
MF580761.fna,0.005,greedy,fastANI,True,0,0_2026,0_2026
MF580762.fna,0.005,greedy,fastANI,True,0,0_2116,0_2116
MF580763.fna,0.005,greedy,fastANI,True,0,0_2136,0_2136
MF580764.fna,0.005,greedy,fastANI,True,0,0_1947,0_1947
MF580765.fna,0.005,greedy,fastANI,True,0,0_2038,0_2038
MF580766.fna,0.005,greedy,fastANI,True,0,0_1910,0_1910
MF580767.fna,0.005,greedy,fastANI,True,0,0_2023,0_2023
MF580768.fna,0.005,greedy,fastANI,False,0,0_2038,0_2038
MF580769.fna,0.005,greedy,fastANI,True,0,0_1897,0_1897
MF580770.fna,0.005,greedy,fastANI,True,0,0_2141,0_2141
MF580771.fna,0.005,greedy,fastANI,True,0,0_2164,0_2164
MF580772.fna,0.005,greedy,fastANI,True,0,0_2110,0_2110
MF580773.fna,0.005,greedy,fastANI,False,0,0_2054,0_2054
MF580774.fna,0.005,greedy,fastANI,True,0,0_2054,0_2054
MF580775.fna,0.005,greedy,fastANI,True,0,0_2105,0_2105
MF595878.fna,0.005,greedy,fastANI,True,0,0_1856,0_1856
MF678788.fna,0.005,greedy,fastANI,True,0,0_1322,0_1322
MF678789.fna,0.005,greedy,fastANI,True,0,0_1418,0_1418
MF678790.fna,0.005,greedy,fastANI,True,0,0_1338,0_1338
MF765814.fna,0.005,greedy,fastANI,True,0,0_61,0_61
MF775669.fna,0.005,greedy,fastANI,True,0,0_2417,0_2417
MF775670.fna,0.005,greedy,fastANI,True,0,0_2444,0_2444
MF775671.fna,0.005,greedy,fastANI,False,0,0_2399,0_2399
MF775672.fna,0.005,greedy,fastANI,False,0,0_2399,0_2399
MF775673.fna,0.005,greedy,fastANI,False,0,0_2399,0_2399
MF775674.fna,0.005,greedy,fastANI,True,0,0_2399,0_2399
MF775675.fna,0.005,greedy,fastANI,True,0,0_2440,0_2440
MF775676.fna,0.005,greedy,fastANI,False,0,0_2440,0_2440
MF775677.fna,0.005,greedy,fastANI,True,0,0_2429,0_2429
MF775678.fna,0.005,greedy,fastANI,False,0,0_2414,0_2414
MF775679.fna,0.005,greedy,fastANI,True,0,0_2414,0_2414
MF775680.fna,0.005,greedy,fastANI,True,0,0_2439,0_2439
MF775681.fna,0.005,greedy,fastANI,True,0,0_2404,0_2404
MF775682.fna,0.005,greedy,fastANI,True,0,0_2353,0_2353
MF775683.fna,0.005,greedy,fastANI,False,0,0_2353,0_2353
MF775684.fna,0.005,greedy,fastANI,False,0,0_2353,0_2353
MF775685.fna,0.005,greedy,fastANI,False,0,0_2353,0_2353
MF775686.fna,0.005,greedy,fastANI,True,0,0_2424,0_2424
MF775687.fna,0.005,greedy,fastANI,False,0,0_2352,0_2352
MF775688.fna,0.005,greedy,fastANI,True,0,0_2352,0_2352
MF775689.fna,0.005,greedy,fastANI,False,0,0_2352,0_2352
MF775690.fna,0.005,greedy,fastANI,False,0,0_2352,0_2352
MF775691.fna,0.005,greedy,fastANI,True,0,0_2387,0_2387
MF775692.fna,0.005,greedy,fastANI,True,0,0_2405,0_2405
MF775693.fna,0.005,greedy,fastANI,True,0,0_2398,0_2398
MF775694.fna,0.005,greedy,fastANI,False,0,0_2386,0_2386
MF775695.fna,0.005,greedy,fastANI,True,0,0_2397,0_2397
MF775696.fna,0.005,greedy,fastANI,False,0,0_2386,0_2386
MF775697.fna,0.005,greedy,fastANI,True,0,0_2386,0_2386
MF775698.fna,0.005,greedy,fastANI,True,0,0_2344,0_2344
MF775699.fna,0.005,greedy,fastANI,False,0,0_2386,0_2386
MF775700.fna,0.005,greedy,fastANI,False,0,0_2386,0_2386
MF775701.fna,0.005,greedy,fastANI,False,0,0_2386,0_2386
MF775702.fna,0.005,greedy,fastANI,False,0,0_2386,0_2386
MF775703.fna,0.005,greedy,fastANI,True,0,0_2402,0_2402
MF775704.fna,0.005,greedy,fastANI,False,0,0_2402,0_2402
MF775705.fna,0.005,greedy,fastANI,False,0,0_2402,0_2402
MF787246.fna,0.005,greedy,fastANI,True,0,0_285,0_285
MF893271.fna,0.005,greedy,fastANI,True,0,0_854,0_854
MF939898.fna,0.005,greedy,fastANI,True,0,0_1969,0_1969
MF999224.fna,0.005,greedy,fastANI,True,0,0_1054,0_1054
MG000860.fna,0.005,greedy,fastANI,True,0,0_164,0_164
MG020111.fna,0.005,greedy,fastANI,True,0,0_1129,0_1129
