genome,cluster,score
KT626446.fna,0_1706,1.2986477747285319
KT717083.fna,0_1912,1.287528199405981
KT717084.fna,0_2151,1.2722605359928623
KT717085.fna,0_2118,1.2744941134291126
KT725776.fna,0_1028,1.3301343291760537
KT755656.fna,0_808,1.3729550694846906
KT780304.fna,0_2657,1.1398615179423142
KT809368.fna,0_1292,1.3164177397607602
KT809369.fna,0_1500,1.308448526133136
KT852578.fna,0_2004,1.2821718825653576
KT878766.fna,0_1257,1.3180777609404557
KT895374.fna,0_13,1.708754086821759
KT932699.fna,0_734,1.3867139967814683
KT932700.fna,0_2654,1.140397626688424
KT932701.fna,0_1678,1.2998966359183974
KT945994.fna,0_1413,1.3119103439052116
KT945995.fna,0_2645,1.1425173962806978
KT970645.fna,0_1355,1.313950781506164
MK843319.fna,0_845,2.361171998803128
KT995480.fna,0_50,1.6140221086778181
KU052488.fna,0_634,1.4540854965071999
KU057941.fna,0_1336,1.314645820497879
KU160496.fna,0_1671,1.3003930619304396
KU253712.fna,0_44,1.6148813040311332
KU517658.fna,0_1780,1.2951145456654114
KU577463.fna,0_146,1.6036416577710737
KU598975.fna,0_1139,1.323208840704024
KU640380.fna,0_446,1.575066961798941
KU665491.fna,0_710,1.3902455882677027
KU678389.fna,0_2254,1.2624663680509385
KU678390.fna,0_2230,2.2632801906361033
KU678392.fna,0_2261,1.261934941945932
KU737344.fna,0_68,1.6111484151919155
KU737345.fna,0_62,1.6127222797627425
KU737346.fna,0_70,1.6109138818103714
KU737347.fna,0_58,1.6130076955950252
KU737348.fna,0_65,1.6115529226177157
KU737349.fna,0_103,1.6091561694578194
KU737350.fna,0_79,1.6102381838755329
KU737351.fna,0_87,1.609662316940382
MF288918.fna,0_76,2.610118612439159
KU831549.fna,0_2669,1.137160938881503
KU836751.fna,0_893,1.3482689805157495
KU847400.fna,0_179,1.5987772803232527
KU848186.fna,0_1427,1.311418408116129
KU848187.fna,0_2072,1.27745549894115
KU878088.fna,0_18,1.7048731930957453
KU892558.fna,0_1523,1.3075069910505195
KU981050.fna,0_2190,1.2687956189602834
KU992911.fna,0_2712,1.1309528852360637
KX011028.fna,0_567,1.5092702793120951
KX011169.fna,0_106,1.608601679654015
KX077889.fna,0_2219,1.265915416168021
KX077891.fna,0_981,1.3337717214435063
KX077892.fna,0_2788,1.0798096707665765
KX077893.fna,0_2797,1.0314431176281906
KX077894.fna,0_2532,2.1800702301200507
KX077895.fna,0_1421,1.3116936063331068
KX077896.fna,0_657,1.4186684791370503
KX147229.fna,0_80,1.610169963148575
KX156152.fna,0_86,1.6098111172557754
KX156762.fna,0_1029,1.330042001568382
KX160204.fna,0_2163,1.2711669452575056
KX160205.fna,0_2007,1.2819415133219372
KX160206.fna,0_2373,1.2488872486903335
KX160207.fna,0_1951,1.2854194093093048
KX160208.fna,0_1944,1.2858189772823034
KX160209.fna,0_2403,1.2452765313496332
KX160210.fna,0_2380,1.2479742246082215
KX160211.fna,0_2385,1.2475482506778208
KX160212.fna,0_2117,1.2747575959864288
KX160213.fna,0_2134,1.2734117416560449
KX160214.fna,0_1997,1.2825714176200242
KX160215.fna,0_2082,1.276965765172748
KX160216.fna,0_2024,1.280944475131638
KX160217.fna,0_1999,1.282347526393011
KX160218.fna,0_1744,1.2967920692578918
KX160219.fna,0_2325,1.2537827050431183
KX160220.fna,0_2063,1.2781972916493722
KX171213.fna,0_419,2.577539227953413
KX190832.fna,0_2506,1.2163851740182334
KX190833.fna,0_855,1.357675231442856
KX190835.fna,0_2083,1.2769471459023438
KX223815.fna,0_645,1.4389899266731438
KX227757.fna,0_1148,1.3228574534419328
KX227758.fna,0_910,1.3458692907935155
KX227759.fna,0_891,1.348804606779932
KX227760.fna,0_1084,1.3256031560892607
KX228399.fna,0_871,1.3537105786970898
KX228400.fna,0_857,1.3570967145970774
KX232515.fna,0_1072,1.3263410538037568
KX284704.fna,0_1797,1.2945085955133235
KX346236.fna,0_2409,1.2447516648262114
KX346245.fna,0_2305,2.2564962272449267
KX346248.fna,0_2237,2.2626467670734316
KX346239.fna,0_2324,2.253612288434246
KX346240.fna,0_2317,1.2550289992895607
KX346242.fna,0_2346,1.2509188778979414
KX346246.fna,0_2416,1.2432998941994864
KX346247.fna,0_2350,2.2499145214079586
KX379673.fna,0_2239,2.262849161176311
KX346250.fna,0_2303,1.2567387212184973
KX349899.fna,0_2515,1.2116917983115698
KX349900.fna,0_2505,1.2166393248210174
KX349901.fna,0_2527,2.195451627734278
KX349902.fna,0_83,1.6099598156754569
KX349903.fna,0_78,1.6103130682296611
KX373685.fna,0_2533,1.1842053931031682
KX373686.fna,0_2531,1.184765969546815
KX373687.fna,0_2548,1.1785673914550099
KX373688.fna,0_2586,1.1731998444930416
KX373689.fna,0_2553,1.1779709804585896
KX373690.fna,0_2546,1.1786747668657283
KX373691.fna,0_2555,1.177755478848475
KX373692.fna,0_2543,1.1796387637339776
KX379665.fna,0_2430,1.240006678915082
KX379667.fna,0_2370,1.2491484169216376
KX379668.fna,0_2355,1.250070576944844
KX379670.fna,0_2359,1.2499089541507251
KX379671.fna,0_2418,1.2432129135290055
KX456206.fna,0_2135,1.273253970138466
KX456212.fna,0_2235,2.263596125737421
KX456208.fna,0_2212,1.267133134383489
KX456213.fna,0_1966,2.2822748146397953
KX456210.fna,0_2159,1.2712752783171157
KX456211.fna,0_2272,1.260332815405305
KX495186.fna,0_138,1.604503015768945
KX532239.fna,0_482,1.5709728527068862
KX550065.fna,0_1821,1.2927728796716438
KX555527.fna,0_2502,1.2171058594696422
KX578042.fna,0_2477,1.2292990595950388
KX578043.fna,0_2472,1.2306244948980685
MF428481.fna,0_1586,2.304588414109516
KX827369.fna,0_1416,1.3118522160311534
KX827370.fna,0_1546,2.3064267502198663
KX827371.fna,0_1468,1.3100691352392642
KX833905.fna,0_1768,1.295587838509101
KX879641.fna,0_2068,1.277832893560071
KX879642.fna,0_2415,1.2441172579075923
KX879643.fna,0_2207,1.2675677728288584
KX905163.fna,0_760,1.3814312335162762
KX961629.fna,0_110,1.6080511743490518
KX961630.fna,0_54,1.6136248126008224
KX961631.fna,0_2512,1.2129372044045024
KX961632.fna,0_97,1.6092784510491112
KX965989.fna,0_849,1.3613500990248952
KY000084.fna,0_2698,2.132785629783929
KY030782.fna,0_530,2.558280235893915
KY038360.fna,0_2526,1.199006171682095
KY056620.fna,0_955,2.335686597779358
KY065449.fna,0_2209,1.2674899910635595
KY065450.fna,0_1548,1.3064638564295947
KY065451.fna,0_1397,1.3123695351598514
KY065452.fna,0_1480,1.3095195909511195
KY065453.fna,0_1832,1.2921198395321558
KY065454.fna,0_2133,1.2734558971468113
KY065455.fna,0_1864,1.2905747971414416
KY065456.fna,0_1773,1.2953655763704885
KY065457.fna,0_2140,1.2728305763297216
KY065458.fna,0_2092,1.2761886064510901
KY065459.fna,0_2152,1.2722351661016686
KY065460.fna,0_2179,1.2700678191227306
KY065461.fna,0_1839,1.2916737198284682
KY065462.fna,0_1872,1.290224766587515
KY065463.fna,0_1953,1.2852163619032848
KY065464.fna,0_2177,1.270119064821296
KY065465.fna,0_2114,1.2747764039411371
KY065466.fna,0_2178,1.2700678191227306
KY065467.fna,0_2169,1.2707458451107647
KY065468.fna,0_2260,1.261934941945932
KY065469.fna,0_2234,1.2645528781032245
KY065470.fna,0_2175,1.2704390767292364
KY065471.fna,0_1901,1.2881833868159491
KY065472.fna,0_1582,1.3050942492281141
KY065473.fna,0_1365,1.3136102897852284
KY065474.fna,0_1680,1.2997905101699323
KY065475.fna,0_1538,1.306918479202701
KY065476.fna,0_1462,1.3102289355022907
KY065477.fna,0_1648,1.3017593312409126
KY065478.fna,0_1506,1.3082068067517594
KY065479.fna,0_1807,1.293521743458292
KY065480.fna,0_1498,1.3084538946200013
KY065481.fna,0_2087,1.2765060231885177
KY065482.fna,0_2073,1.277412149379864
KY065483.fna,0_2236,1.264467434933323
KY065484.fna,0_2384,1.2476619254564683
KY065485.fna,0_1848,1.2913603089916967
KY065486.fna,0_1527,1.3072858113064352
KY065487.fna,0_1804,1.2940214675202544
KY065488.fna,0_1521,1.3075662936478185
KY065489.fna,0_2251,1.2628905745110792
KY065490.fna,0_1905,1.287953411033829
KY065491.fna,0_1867,1.290475679089694
KY065492.fna,0_1677,1.299974800662854
KY065493.fna,0_1805,1.294015730093979
KY065494.fna,0_2231,2.264576369148141
KY065496.fna,0_1290,1.3165056986619992
KY065497.fna,0_696,1.393604629072842
KY065498.fna,0_1634,1.3025771917741147
KY065499.fna,0_2145,1.27252040662558
KY065500.fna,0_1598,1.3043350783027492
KY065501.fna,0_1665,1.300788274972144
KY065502.fna,0_1789,1.2947145795785775
KY065503.fna,0_2199,1.2682148729917113
KY065504.fna,0_1965,1.2843722801486521
KY065505.fna,0_1460,1.3102608814479573
KY206887.fna,0_860,1.3562195766570233
KY303907.fna,0_709,1.3903671104475208
KY363359.fna,0_2279,1.259574368201129
KY368639.fna,0_275,1.5873860373845634
KY368640.fna,0_161,1.6021600226517112
KY381600.fna,0_637,1.4508718423210922
KY389063.fna,0_1270,1.317450301102245
KY389064.fna,0_1361,1.3137517896395323
KY442063.fna,0_2661,1.139125127723474
KY471386.fna,0_2680,1.1359286928149488
KY472224.fna,0_747,1.3844862085139895
KY549443.fna,0_169,1.6002400867405306
KY554760.fna,0_2484,2.2257558379073292
KY554762.fna,0_689,1.3960606599566758
KY554763.fna,0_692,1.3946575232571554
KY554764.fna,0_695,1.393709786001775
KY554765.fna,0_691,1.3948595576217486
KY554767.fna,0_679,2.4012157845055073
KY554770.fna,0_544,2.5552165722047104
KY554771.fna,0_503,1.5668425375276054
KY554772.fna,0_533,1.5589067454365524
KY554773.fna,0_543,2.5554686410045084
KY554777.fna,0_532,1.5589084395368964
KY565347.fna,0_917,1.3443411164181995
KY629621.fna,0_776,1.3793846411275026
KY653116.fna,0_995,1.3327420976986533
KY653117.fna,0_1053,1.3281136137969805
KY653120.fna,0_1249,1.3185343569634043
KY653123.fna,0_1110,1.3243244840416835
KY653124.fna,0_1160,1.3224149011869497
KY653125.fna,0_1221,1.3201579907356744
KY653126.fna,0_1217,1.3202444478618514
KY653129.fna,0_1014,1.3310022307931875
KY705251.fna,0_2020,1.2810480395852326
KY705252.fna,0_2119,1.2744124944689519
KY705253.fna,0_2086,2.2745796841935353
KY705255.fna,0_1989,1.2829460699722919
KY705256.fna,0_1970,1.2841622470131187
KY705257.fna,0_2042,1.2797713639424404
KY705258.fna,0_1765,1.295684650855053
KY705259.fna,0_1868,1.290475679089694
KY705260.fna,0_2143,1.2725964075273484
KY705261.fna,0_2211,1.2671850772711792
KY705262.fna,0_2003,1.2822021761217122
KY705263.fna,0_2217,1.2661177566689923
KY705264.fna,0_2168,2.2689362568450604
KY705265.fna,0_2078,1.2771890719789059
KY705266.fna,0_2019,1.2811089367870876
KY705283.fna,0_2127,2.2729615509678145
KY705268.fna,0_2089,2.2755325102154464
KY705270.fna,0_1813,1.2932570560259813
KY705271.fna,0_1956,1.2849413481531422
KY705272.fna,0_2047,1.2794709583324342
KY705273.fna,0_1871,1.2902831442099738
KY705274.fna,0_1971,1.2841382302856763
KY705275.fna,0_1988,1.2830788559035757
KY705276.fna,0_1993,1.2826742092152936
KY705277.fna,0_2157,1.271523603073227
KY705278.fna,0_1827,1.2925592685433456
KY705279.fna,0_2010,1.2818565787980893
KY705280.fna,0_2016,1.28126110511678
KY705281.fna,0_1894,1.2886955337144959
KY705282.fna,0_2126,1.2740102301585643
KY705284.fna,0_2005,1.2821537044027793
KY705285.fna,0_2113,1.2747764039411371
KY705286.fna,0_2129,1.273714342011754
KY705287.fna,0_1888,1.288977581313767
KY705288.fna,0_2062,1.2783391796511787
KY705289.fna,0_2035,1.280328159889223
KY705290.fna,0_2059,1.278616518750931
KY744240.fna,0_1689,1.2993207001157105
KY779848.fna,0_481,1.5710705855895646
KY794641.fna,0_320,1.5825677737937873
KY794642.fna,0_307,1.5837797559036164
KY794643.fna,0_406,1.5780593646341
KY821088.fna,0_2588,1.1730696993042784
KY888143.fna,0_2407,2.2412069412193945
KY888882.fna,0_41,1.6152331819883812
KY921761.fna,0_2606,1.166667309299525
KY947509.fna,0_2489,1.2223323468614544
KY963369.fna,0_1509,1.3081745571614598
KY963370.fna,0_1512,1.3080562676695795
KY963371.fna,0_1537,1.3069238856497116
KY996523.fna,0_2636,1.1453915889779434
L67CG.fna,0_2550,1.1781275746806927
LC492751.fna,0_449,1.574860852407602
LC492752.fna,0_441,1.5754220805985457
MZ666130.fna,0_1426,2.311449374241198
LC541428.fna,0_942,1.338422724942026
LC547238.fna,0_761,1.3813391471844931
LC557520.fna,0_298,1.5843033570301648
LC574321.fna,0_388,1.5794693664109936
LC576631.fna,0_470,1.5726760646916764
LC597490.fna,0_19,1.6857024137108314
LC623721.fna,0_1696,1.2991302495490897
LC628082.fna,0_2761,1.1087767929746533
LC644557.fna,0_2734,1.1253370138101535
LC647030.fna,0_474,1.57245971442895
LC648442.fna,0_344,1.5814375814120973
LC680884.fna,0_16,1.7058174293537731
LC680885.fna,0_6,1.7183003567808899
LC742552.fna,0_2726,1.1272622557850416
OP797801.fna,0_944,2.3351064430286415
LC785692.fna,0_157,1.602393105570699
LC788703.fna,0_444,1.5752273085656818
LC788704.fna,0_393,1.5791516786731505
LC805022.fna,0_1840,1.2916679200330337
LC805024.fna,0_326,1.5822545901054417
LK392619.fna,0_2616,1.152684574255003
LK985321.fna,0_2259,1.261948243461462
LK985322.fna,0_812,1.372379918731888
LN681534.fna,0_1062,1.3273620430414912
LN681535.fna,0_1342,1.3143377694425697
LN681536.fna,0_1353,1.3140606725128103
LN681538.fna,0_2248,1.2632412442736158
LN681539.fna,0_883,1.351493921954785
LN681540.fna,0_2218,1.266052506137851
LN681541.fna,0_1042,1.328989613230045
LN681542.fna,0_842,1.3640888577887154
LN881738.fna,0_1378,1.3130696456543633
LN885237.fna,0_2094,1.2760016737519924
LR215718.fna,0_190,1.597824897209461
LR215719.fna,0_182,1.5984739320495045
LR215720.fna,0_163,1.6015093978931194
LR215721.fna,0_174,1.5994628363921177
LR596902.fna,0_969,1.3346204754641207
LR596903.fna,0_1010,1.3315628230959575
LR990833.fna,0_1219,1.3201986807301163
LR990834.fna,0_2674,1.136758858045983
LR990835.fna,0_203,1.595497084627258
LR991625.fna,0_1196,1.3211476436701033
LT546029.fna,0_611,1.4719080871286914
LT600745.fna,0_2732,1.1261464524914655
LT615366.fna,0_602,1.4735682943211836
LT630001.fna,0_2691,1.1346535606058392
LT960608.fna,0_153,1.6027768694125566
LT960610.fna,0_293,1.5851066709583956
MF001358.fna,0_348,2.581133286910103
MF001365.fna,0_324,1.5824051570905446
MF001367.fna,0_2801,1.0143502493331216
MF041990.fna,0_1657,1.30125492395034
MF156577.fna,0_2524,1.2042477750690685
MF156578.fna,0_2511,2.2129955381163247
MK084630.fna,0_2528,2.193874281260386
MF161328.fna,0_1597,1.3044335379330603
MF172979.fna,0_591,1.4821212547196625
MF176161.fna,0_1958,1.2848216682333624
MF288917.fna,0_81,1.6101338376143195
MF288919.fna,0_93,1.609451677371751
MF288920.fna,0_72,1.6106830990213625
MH638310.fna,0_92,2.6095080593922795
MF288922.fna,0_111,1.608014694569067
MF346933.fna,0_2421,2.238597629388178
MF360957.fna,0_15,1.705869958066995
MF398190.fna,0_245,2.590400558337973
MF407276.fna,0_2633,1.1455735210122135
MF418016.fna,0_548,1.5517143449277269
MF422185.fna,0_183,2.5984124971863625
MF428478.fna,0_1495,1.3085236728740495
MF428479.fna,0_1544,1.3066155031346813
MF443119.fna,0_2568,1.1760138440437355
MF443120.fna,0_2585,1.1732698903767695
MF443121.fna,0_2564,1.1764973914637387
MF443122.fna,0_2574,1.1750137341413303
MF443123.fna,0_2552,1.1780297165262867
MF443124.fna,0_2596,1.1718445208519523
MF443125.fna,0_2547,1.1785869182066033
MF443126.fna,0_2540,1.1804533577689313
MF448554.fna,0_2244,1.263564945366602
MF448555.fna,0_2461,1.2340997784905845
MF448556.fna,0_2395,1.246443934688243
MF448557.fna,0_2349,1.2506037809965522
MF448558.fna,0_2482,1.2281753672911528
MF448559.fna,0_2270,1.260660877958852
MF448560.fna,0_2268,1.2611353562465624
MF448561.fna,0_2354,1.2501618757748365
MF448562.fna,0_2266,1.2613088498414577
MF448563.fna,0_2309,1.2563432633104306
MF448564.fna,0_2365,1.2496416613452426
MF448565.fna,0_2348,1.250778891275667
MF448566.fna,0_2302,1.2567795895826617
MF448567.fna,0_2453,1.2355766174954215
MF448568.fna,0_2336,1.2515407263672138
MF448569.fna,0_2319,1.2542104183986393
MF448570.fna,0_2438,1.2384782726365389
MF448571.fna,0_2494,1.2196661564141658
MF448572.fna,0_2375,1.2484984442159113
MF498901.fna,0_118,1.6070369182078301
MF547662.fna,0_493,1.5689458245018755
MF547663.fna,0_509,1.5661210495174442
MF580410.fna,0_973,1.3344109795678119
MF580759.fna,0_1990,1.2827648672906817
MF580760.fna,0_2067,1.2779070579806415
MF580761.fna,0_2026,1.2807493961822334
MF580762.fna,0_2116,1.27476386548567
MF580763.fna,0_2136,1.2731466199917163
MF580764.fna,0_1947,1.2857772657531035
MF580765.fna,0_2038,2.277575771815588
MF580766.fna,0_1910,1.2877645308753967
MF580767.fna,0_2023,1.280944475131638
MF580769.fna,0_1897,1.288419006675169
MF580770.fna,0_2141,1.2728242507623078
MF580771.fna,0_2164,1.2711159462869044
MF580772.fna,0_2110,1.2748641528634836
MF580774.fna,0_2054,2.2767449142527343
MF580775.fna,0_2105,1.2751522213436188
MF595878.fna,0_1856,1.29094754220188
MF678788.fna,0_1322,1.3151305069121269
MF678789.fna,0_1418,1.3118205033583847
MF678790.fna,0_1338,1.3145362252912074
MF765814.fna,0_61,2.610398506585217
MF775669.fna,0_2417,1.2432201632490947
MF775670.fna,0_2444,1.237371418422573
MF775672.fna,0_2399,2.243887340575428
MF775675.fna,0_2440,2.2377802320806928
MF775677.fna,0_2429,1.2400949531427763
MF775679.fna,0_2414,2.2425834329513177
MF775680.fna,0_2439,1.2383893386116975
MF775681.fna,0_2404,1.2452693499609278
MF775682.fna,0_2353,2.248286149752972
MF775686.fna,0_2424,1.2411441351698782
MF775688.fna,0_2352,2.2479552671358873
MF775691.fna,0_2387,1.2474131845422214
MF775692.fna,0_2405,1.2452621683347154
MF775693.fna,0_2398,1.2460006309801481
MF775699.fna,0_2386,2.245808638047627
MF775695.fna,0_2397,1.2460364148473668
MF775698.fna,0_2344,1.2510238086737626
MF775705.fna,0_2402,2.245180697459008
MF787246.fna,0_285,1.5859264715766739
MF893271.fna,0_854,1.3577308592033477
MF939898.fna,0_1969,1.2841862610845785
MF999224.fna,0_1054,1.3280057047956193
MG000860.fna,0_164,1.6015038285871186
MG020111.fna,0_1129,1.32382490428571
MG029509.fna,0_1017,1.3307504602343245
MG029510.fna,0_1713,1.2981585965166893
MG029511.fna,0_961,1.3353378941692617
MG029513.fna,0_930,1.3420307985851574
MG029514.fna,0_957,2.334928851670413
MG029518.fna,0_970,1.3345824003313633
MG252693.fna,0_635,1.4535137305446284
MG253647.fna,0_2412,1.2445139793802733
MG253648.fna,0_2401,1.245355510954401
MG253649.fna,0_2422,1.2416412740438347
MG253652.fna,0_2433,1.2395721412417564
MG253653.fna,0_2436,1.2389815452675674
MG264739.fna,0_1542,1.3067832742614365
OP235318.fna,0_209,2.5939007725573844
MG557619.fna,0_1225,1.3199595177517707
MG557979.fna,0_330,1.5820095054772185
MG564297.fna,0_1434,1.3111534651343209
MG584725.fna,0_2614,1.1557428828162988
MG602477.fna,0_142,1.6042708131195456
MG708273.fna,0_2216,1.2661568975783335
MG708274.fna,0_1753,1.2963327502331174
MG708275.fna,0_1400,1.3122851590299986
MG708276.fna,0_1354,1.3139664836266376
MG711460.fna,0_1920,1.2869540251731433
MG711461.fna,0_902,1.3465730698897898
MG711462.fna,0_878,1.3526226009093207
MG711463.fna,0_722,1.3881729565052723
MG711464.fna,0_2161,1.2712179322533554
MG711465.fna,0_685,1.4001988851843574
MG711466.fna,0_804,1.3740928851199845
MG711467.fna,0_814,1.3723439211784845
MG721208.fna,0_310,1.5836558384250945
MG727695.fna,0_1620,1.3032160711745409
MG727697.fna,0_1409,1.3120846342245907
MG727698.fna,0_1483,1.3093218418163661
MH431935.fna,0_1552,2.303785815432241
MG727700.fna,0_1801,1.2942049851656177
MG727701.fna,0_1258,1.3180469446144336
MG727702.fna,0_1589,1.3048214717119642
MG744354.fna,0_621,1.4594461570061688
MG763894.fna,0_107,1.6085868558909389
MG765274.fna,0_636,1.4528383194739058
MG765275.fna,0_1798,1.2944398907142847
MG765276.fna,0_633,1.454420160082741
MG765277.fna,0_380,1.5798004387737907
MG765278.fna,0_1699,1.2989452405931772
MG765279.fna,0_423,1.5772092593010343
MG766219.fna,0_2722,2.1281789788532977
MG770897.fna,0_1001,1.3321412272228548
MG779474.fna,0_2264,1.261442212192311
MG784342.fna,0_1314,1.3156920142408266
MG788324.fna,0_654,1.4264574426657082
MG913376.fna,0_2326,1.2534579084092576
MG967616.fna,0_624,2.458580299827732
MG967618.fna,0_616,1.4643584511155154
MG969427.fna,0_1453,1.3105800826828151
MG983742.fna,0_840,1.3645371405059428
MH000602.fna,0_1936,1.2861523813862203
MH000603.fna,0_1808,1.2934987399633737
MH000604.fna,0_2160,1.2712689072800756
MH028956.fna,0_231,1.5919266143703812
MH078572.fna,0_319,1.5826346088946388
MH107118.fna,0_2746,1.1206583214547505
MH107769.fna,0_204,1.5953882711854113
MH136584.fna,0_420,1.577559340016101
MH159197.fna,0_366,2.5802001322237995
MH193369.fna,0_1439,2.310968123249793
MH203383.fna,0_1459,1.3102715290522031
MH203384.fna,0_1454,1.310521597571717
MH220877.fna,0_1579,1.305301331211238
MH248069.fna,0_2705,1.1321652564326734
MH299806.fna,0_669,1.4118838708673245
MH321490.fna,0_365,1.5802953352019466
MH321491.fna,0_328,1.5820475802427891
MH321492.fna,0_1156,1.32247530235772
MH341451.fna,0_1710,1.2982992778391989
MH341452.fna,0_1612,1.3037653246378653
MH341453.fna,0_899,1.3469106150228143
MH355583.fna,0_1532,1.3071292309555815
MH356730.fna,0_593,1.47982915399087
MH375074.fna,0_1449,1.3107341952399145
MH375593.fna,0_1486,1.309065033755151
MH375594.fna,0_1824,1.2926574402914754
MH375595.fna,0_1893,1.2887366884801272
MH375596.fna,0_1288,1.316712520346755
MH375597.fna,0_1974,2.2839279705364026
MH375598.fna,0_1977,1.283536947183006
MH375599.fna,0_2112,1.2747826728973846
MH375600.fna,0_2028,1.28060907485848
MH384259.fna,0_1113,1.3242645951217122
MH384260.fna,0_1152,1.3226614336062208
MH384261.fna,0_954,1.3363741951972807
MH393889.fna,0_2638,1.1449018899970516
MH401416.fna,0_1212,1.3203918541475788
MH431930.fna,0_1499,2.3076077430139343
MH431931.fna,0_1165,1.3223695892806266
MH431933.fna,0_1727,2.2975062537739777
MH431934.fna,0_1719,2.2976537506398684
MH431936.fna,0_1463,1.310165029508171
MH431937.fna,0_1794,1.2945887236474256
MH431938.fna,0_783,1.3782158961711226
MH454076.fna,0_768,1.380901203020683
MH454078.fna,0_1705,1.2987151611857026
MH454079.fna,0_1724,1.2978769601500688
MH454080.fna,0_769,1.3808896662382901
MH454083.fna,0_1791,1.2946745424213963
MH458951.fna,0_884,1.3513221299849936
MH460824.fna,0_862,1.3558530542255962
MH460825.fna,0_779,1.3790552337474917
MH460826.fna,0_790,2.3771484816042303
MH487649.fna,0_134,1.6048570244673437
MH538193.fna,0_337,1.5816833120313247
MH542234.fna,0_375,1.5800526387618876
MH598512.fna,0_1262,1.317903077240219
MH606185.fna,0_191,1.5977257451567897
MH618488.fna,0_737,1.3860052408778856
MH638309.fna,0_51,1.6140221086778181
MH638311.fna,0_91,1.609533542496548
MH638312.fna,0_45,1.6146298003096153
MW354668.fna,0_2630,2.1460002672052565
MH707428.fna,0_2652,1.1408743496920852
MH707429.fna,0_152,1.602781021989411
MH707430.fna,0_793,1.376970354814394
MH707431.fna,0_172,1.5996159810976391
MH707432.fna,0_223,1.593206259060545
MH707433.fna,0_155,1.6025580547299527
MH707434.fna,0_770,2.3799369065494895
MH707435.fna,0_211,1.5944381356705453
MH707436.fna,0_194,1.5973982217917162
MH729379.fna,0_497,1.5682377940420151
MH752385.fna,0_1090,1.3254046350680038
MH779518.fna,0_2599,1.1707946204775683
MH779519.fna,0_2584,1.17332991172721
MH779520.fna,0_2583,1.173359916182171
MH779521.fna,0_2577,1.1745666529849395
MH779522.fna,0_2573,1.1752815416666853
MH779523.fna,0_2535,1.1830416245736468
MH779524.fna,0_2572,1.175291454123764
MH779525.fna,0_2581,1.1737196466346154
MH779526.fna,0_2570,1.175370737494989
MH779527.fna,0_2549,1.1783720273024243
MH791397.fna,0_220,1.593439033279732
MH791415.fna,0_732,1.3868487360162765
MH809528.fna,0_1682,1.299656382414211
MH809529.fna,0_448,1.574897053714151
MH809530.fna,0_368,1.5801386887891486
MH809531.fna,0_400,1.5788798874745096
MK310228.fna,0_2516,2.2111138109402924
MH837542.fna,0_1140,1.323193792906578
MH837543.fna,0_1092,1.325215871841674
MH844529.fna,0_216,1.5938865305276897
MH853355.fna,0_1844,2.2901554356042397
MH853356.fna,0_1024,1.3304838464058668
MH853357.fna,0_2284,1.258961651745965
MH880817.fna,0_197,1.5970190393134445
MH884508.fna,0_113,1.6078592490515469
MH884509.fna,0_719,1.3886818418981615
MH884512.fna,0_801,1.3755403278325153
MH884513.fna,0_858,1.3565811802978662
MH884514.fna,0_907,1.346343239124884
MH892350.fna,0_2290,1.2582931006789493
MH892351.fna,0_2147,1.272495067079376
MH892352.fna,0_2096,1.275920619580285
MH892353.fna,0_1870,1.2903998523934517
MH892354.fna,0_1874,1.2901605330708388
MH892355.fna,0_2122,1.2742617326663543
MH892356.fna,0_2051,1.2792008517586688
MH892357.fna,0_2176,1.2702919298225588
MH892358.fna,0_2170,1.2707330717436465
MH892359.fna,0_2139,1.2728748501429283
MH892360.fna,0_1960,1.2846540054535063
MH892361.fna,0_2048,1.2793911890807248
MH892362.fna,0_1926,1.2866634001947919
MH892363.fna,0_1996,1.2826258427611132
MH892364.fna,0_2144,1.2725774097955194
MH892368.fna,0_2265,2.2599156290752935
MH892366.fna,0_2095,1.2759455625480003
MH892367.fna,0_2065,1.2779811970797605
MH892371.fna,0_2295,2.2560123770708533
MH892373.fna,0_2174,1.2704390767292364
MH892374.fna,0_2291,1.2582051580576947
MH892375.fna,0_2154,1.2717462170975953
MH892376.fna,0_2075,1.277381180108315
MH892378.fna,0_1924,2.286503656985266
MH892379.fna,0_2043,2.2795663962730353
MH892381.fna,0_2001,1.2822385228116846
MH892382.fna,0_2080,1.27702781787962
MH892383.fna,0_1925,2.286663400194792
MH937457.fna,0_1738,1.2970694580049367
MH937458.fna,0_1887,1.2891302042727086
MH937459.fna,0_2015,1.2813158596220378
MH937460.fna,0_1505,1.3082121812178564
MH937461.fna,0_2012,1.2814253272302802
MH937462.fna,0_1721,1.2979051402299135
MH937463.fna,0_1507,1.308201432152639
MH937464.fna,0_1883,1.2895698627362298
MH937465.fna,0_1752,1.2963611314124592
MH937466.fna,0_1928,1.2865981043575938
MH937467.fna,0_1568,1.3058399086529477
MH937468.fna,0_1984,1.2832175907946652
MH937469.fna,0_1861,1.2907437765278984
MH937470.fna,0_2101,1.2755336367546972
MH937471.fna,0_1858,1.2908718801275842
MH937472.fna,0_2167,1.2708799201208305
MH937473.fna,0_1450,1.310723570298459
MH937474.fna,0_1952,1.2852522075975283
MH937475.fna,0_1938,1.2860869316823242
MH937476.fna,0_2286,1.2588065152508863
MH937477.fna,0_2053,1.2788812011268647
MH937478.fna,0_1942,2.2859261519927276
