genome,threshold,cluster_method,comparison_algorithm,greedy_representative,primary_cluster,original_secondary_cluster,secondary_cluster
KX346245.fna,0.005,greedy,fastANI,True,0,0_2245,0_2245
KX346246.fna,0.005,greedy,fastANI,True,0,0_2356,0_2356
KX346247.fna,0.005,greedy,fastANI,True,0,0_2290,0_2290
KX346248.fna,0.005,greedy,fastANI,True,0,0_2177,0_2177
KX346249.fna,0.005,greedy,fastANI,False,0,0_2179,0_2179
KX346250.fna,0.005,greedy,fastANI,True,0,0_2243,0_2243
KX349899.fna,0.005,greedy,fastANI,True,0,0_2455,0_2455
KX349900.fna,0.005,greedy,fastANI,True,0,0_2445,0_2445
KX349901.fna,0.005,greedy,fastANI,True,0,0_2467,0_2467
KX349902.fna,0.005,greedy,fastANI,True,0,0_81,0_81
KX349903.fna,0.005,greedy,fastANI,True,0,0_76,0_76
KX373685.fna,0.005,greedy,fastANI,True,0,0_2473,0_2473
KX373686.fna,0.005,greedy,fastANI,True,0,0_2471,0_2471
KX373687.fna,0.005,greedy,fastANI,True,0,0_2488,0_2488
KX373688.fna,0.005,greedy,fastANI,True,0,0_2526,0_2526
KX373689.fna,0.005,greedy,fastANI,True,0,0_2493,0_2493
KX373690.fna,0.005,greedy,fastANI,True,0,0_2486,0_2486
KX373691.fna,0.005,greedy,fastANI,True,0,0_2495,0_2495
KX373692.fna,0.005,greedy,fastANI,True,0,0_2483,0_2483
KX379664.fna,0.005,greedy,fastANI,False,0,0_2177,0_2177
KX379665.fna,0.005,greedy,fastANI,True,0,0_2370,0_2370
KX379666.fna,0.005,greedy,fastANI,False,0,0_2290,0_2290
KX379667.fna,0.005,greedy,fastANI,True,0,0_2310,0_2310
KX379668.fna,0.005,greedy,fastANI,True,0,0_2295,0_2295
KX379669.fna,0.005,greedy,fastANI,False,0,0_2290,0_2290
KX379670.fna,0.005,greedy,fastANI,True,0,0_2299,0_2299
KX379671.fna,0.005,greedy,fastANI,True,0,0_2358,0_2358
KX379672.fna,0.005,greedy,fastANI,False,0,0_2179,0_2179
KX379673.fna,0.005,greedy,fastANI,True,0,0_2179,0_2179
KX456206.fna,0.005,greedy,fastANI,True,0,0_2075,0_2075
KX456207.fna,0.005,greedy,fastANI,False,0,0_2175,0_2175
KX456208.fna,0.005,greedy,fastANI,True,0,0_2152,0_2152
KX456209.fna,0.005,greedy,fastANI,False,0,0_1906,0_1906
KX456210.fna,0.005,greedy,fastANI,True,0,0_2099,0_2099
KX456211.fna,0.005,greedy,fastANI,True,0,0_2212,0_2212
KX456212.fna,0.005,greedy,fastANI,True,0,0_2175,0_2175
KX456213.fna,0.005,greedy,fastANI,True,0,0_1906,0_1906
KX495186.fna,0.005,greedy,fastANI,True,0,0_133,0_133
KX532239.fna,0.005,greedy,fastANI,True,0,0_434,0_434
KX550065.fna,0.005,greedy,fastANI,True,0,0_1761,0_1761
KX555527.fna,0.005,greedy,fastANI,True,0,0_2442,0_2442
KX578042.fna,0.005,greedy,fastANI,True,0,0_2417,0_2417
KX578043.fna,0.005,greedy,fastANI,True,0,0_2412,0_2412
KX578044.fna,0.005,greedy,fastANI,True,0,0_2416,0_2416
KX827368.fna,0.005,greedy,fastANI,True,0,0_1526,0_1526
KX827369.fna,0.005,greedy,fastANI,True,0,0_1356,0_1356
KX827370.fna,0.005,greedy,fastANI,True,0,0_1486,0_1486
KX827371.fna,0.005,greedy,fastANI,True,0,0_1408,0_1408
KX833905.fna,0.005,greedy,fastANI,True,0,0_1708,0_1708
KX879641.fna,0.005,greedy,fastANI,True,0,0_2008,0_2008
KX879642.fna,0.005,greedy,fastANI,True,0,0_2355,0_2355
KX879643.fna,0.005,greedy,fastANI,True,0,0_2147,0_2147
KX905163.fna,0.005,greedy,fastANI,True,0,0_700,0_700
KX961629.fna,0.005,greedy,fastANI,True,0,0_106,0_106
KX961630.fna,0.005,greedy,fastANI,True,0,0_52,0_52
KX961631.fna,0.005,greedy,fastANI,True,0,0_2452,0_2452
KX961632.fna,0.005,greedy,fastANI,True,0,0_93,0_93
KX965989.fna,0.005,greedy,fastANI,True,0,0_789,0_789
KX987999.fna,0.005,greedy,fastANI,False,0,0_157,0_157
KY000084.fna,0.005,greedy,fastANI,False,0,0_2638,0_2638
KY000085.fna,0.005,greedy,fastANI,False,0,0_2638,0_2638
KY030782.fna,0.005,greedy,fastANI,False,0,0_480,0_480
KY038360.fna,0.005,greedy,fastANI,True,0,0_2466,0_2466
KY056620.fna,0.005,greedy,fastANI,True,0,0_895,0_895
KY065449.fna,0.005,greedy,fastANI,True,0,0_2149,0_2149
KY065450.fna,0.005,greedy,fastANI,True,0,0_1488,0_1488
KY065451.fna,0.005,greedy,fastANI,True,0,0_1337,0_1337
KY065452.fna,0.005,greedy,fastANI,True,0,0_1420,0_1420
KY065453.fna,0.005,greedy,fastANI,True,0,0_1772,0_1772
KY065454.fna,0.005,greedy,fastANI,True,0,0_2073,0_2073
KY065455.fna,0.005,greedy,fastANI,True,0,0_1804,0_1804
KY065456.fna,0.005,greedy,fastANI,True,0,0_1713,0_1713
KY065457.fna,0.005,greedy,fastANI,True,0,0_2080,0_2080
KY065458.fna,0.005,greedy,fastANI,True,0,0_2032,0_2032
KY065459.fna,0.005,greedy,fastANI,True,0,0_2092,0_2092
KY065460.fna,0.005,greedy,fastANI,True,0,0_2119,0_2119
KY065461.fna,0.005,greedy,fastANI,True,0,0_1779,0_1779
KY065462.fna,0.005,greedy,fastANI,True,0,0_1812,0_1812
KY065463.fna,0.005,greedy,fastANI,True,0,0_1893,0_1893
KY065464.fna,0.005,greedy,fastANI,True,0,0_2117,0_2117
KY065465.fna,0.005,greedy,fastANI,True,0,0_2054,0_2054
KY065466.fna,0.005,greedy,fastANI,True,0,0_2118,0_2118
KY065467.fna,0.005,greedy,fastANI,True,0,0_2109,0_2109
KY065468.fna,0.005,greedy,fastANI,True,0,0_2200,0_2200
KY065469.fna,0.005,greedy,fastANI,True,0,0_2174,0_2174
KY065470.fna,0.005,greedy,fastANI,True,0,0_2115,0_2115
KY065471.fna,0.005,greedy,fastANI,True,0,0_1841,0_1841
KY065472.fna,0.005,greedy,fastANI,True,0,0_1522,0_1522
KY065473.fna,0.005,greedy,fastANI,True,0,0_1305,0_1305
KY065474.fna,0.005,greedy,fastANI,True,0,0_1620,0_1620
KY065475.fna,0.005,greedy,fastANI,True,0,0_1478,0_1478
KY065476.fna,0.005,greedy,fastANI,True,0,0_1402,0_1402
KY065477.fna,0.005,greedy,fastANI,True,0,0_1588,0_1588
KY065478.fna,0.005,greedy,fastANI,True,0,0_1446,0_1446
KY065479.fna,0.005,greedy,fastANI,True,0,0_1747,0_1747
KY065480.fna,0.005,greedy,fastANI,True,0,0_1438,0_1438
KY065481.fna,0.005,greedy,fastANI,True,0,0_2027,0_2027
KY065482.fna,0.005,greedy,fastANI,True,0,0_2013,0_2013
KY065483.fna,0.005,greedy,fastANI,True,0,0_2176,0_2176
KY065484.fna,0.005,greedy,fastANI,True,0,0_2324,0_2324
KY065485.fna,0.005,greedy,fastANI,True,0,0_1788,0_1788
KY065486.fna,0.005,greedy,fastANI,True,0,0_1467,0_1467
KY065487.fna,0.005,greedy,fastANI,True,0,0_1744,0_1744
KY065488.fna,0.005,greedy,fastANI,True,0,0_1461,0_1461
KY065489.fna,0.005,greedy,fastANI,True,0,0_2191,0_2191
KY065490.fna,0.005,greedy,fastANI,True,0,0_1845,0_1845
KY065491.fna,0.005,greedy,fastANI,True,0,0_1807,0_1807
KY065492.fna,0.005,greedy,fastANI,True,0,0_1617,0_1617
KY065493.fna,0.005,greedy,fastANI,True,0,0_1745,0_1745
KY065494.fna,0.005,greedy,fastANI,True,0,0_2171,0_2171
KY065495.fna,0.005,greedy,fastANI,False,0,0_2171,0_2171
KY065496.fna,0.005,greedy,fastANI,True,0,0_1230,0_1230
KY065497.fna,0.005,greedy,fastANI,True,0,0_636,0_636
KY065498.fna,0.005,greedy,fastANI,True,0,0_1574,0_1574
KY065499.fna,0.005,greedy,fastANI,True,0,0_2085,0_2085
KY065500.fna,0.005,greedy,fastANI,True,0,0_1538,0_1538
KY065501.fna,0.005,greedy,fastANI,True,0,0_1605,0_1605
KY065502.fna,0.005,greedy,fastANI,True,0,0_1729,0_1729
KY065503.fna,0.005,greedy,fastANI,True,0,0_2139,0_2139
KY065504.fna,0.005,greedy,fastANI,True,0,0_1905,0_1905
KY065505.fna,0.005,greedy,fastANI,True,0,0_1400,0_1400
KY206887.fna,0.005,greedy,fastANI,True,0,0_800,0_800
KY303907.fna,0.005,greedy,fastANI,True,0,0_649,0_649
KY349816.fna,0.005,greedy,fastANI,False,0,0_1806,0_1806
KY363359.fna,0.005,greedy,fastANI,True,0,0_2219,0_2219
KY368639.fna,0.005,greedy,fastANI,True,0,0_250,0_250
KY368640.fna,0.005,greedy,fastANI,True,0,0_156,0_156
KY381600.fna,0.005,greedy,fastANI,True,0,0_581,0_581
KY389063.fna,0.005,greedy,fastANI,True,0,0_1210,0_1210
KY389064.fna,0.005,greedy,fastANI,True,0,0_1301,0_1301
KY442063.fna,0.005,greedy,fastANI,True,0,0_2601,0_2601
KY471386.fna,0.005,greedy,fastANI,True,0,0_2620,0_2620
KY472224.fna,0.005,greedy,fastANI,True,0,0_687,0_687
KY549443.fna,0.005,greedy,fastANI,True,0,0_164,0_164
KY554760.fna,0.005,greedy,fastANI,True,0,0_2424,0_2424
KY554761.fna,0.005,greedy,fastANI,False,0,0_2424,0_2424
KY554762.fna,0.005,greedy,fastANI,True,0,0_631,0_631
KY554763.fna,0.005,greedy,fastANI,False,0,0_631,0_631
KY554764.fna,0.005,greedy,fastANI,True,0,0_635,0_635
KY554765.fna,0.005,greedy,fastANI,False,0,0_631,0_631
KY554766.fna,0.005,greedy,fastANI,False,0,0_621,0_621
KY554767.fna,0.005,greedy,fastANI,True,0,0_621,0_621
KY554768.fna,0.005,greedy,fastANI,False,0,0_493,0_493
KY554769.fna,0.005,greedy,fastANI,False,0,0_493,0_493
KY554770.fna,0.005,greedy,fastANI,False,0,0_493,0_493
KY554771.fna,0.005,greedy,fastANI,True,0,0_455,0_455
KY554772.fna,0.005,greedy,fastANI,False,0,0_455,0_455
KY554773.fna,0.005,greedy,fastANI,True,0,0_493,0_493
KY554774.fna,0.005,greedy,fastANI,False,0,0_493,0_493
KY554775.fna,0.005,greedy,fastANI,False,0,0_493,0_493
KY554776.fna,0.005,greedy,fastANI,False,0,0_493,0_493
KY554777.fna,0.005,greedy,fastANI,True,0,0_483,0_483
KY565347.fna,0.005,greedy,fastANI,True,0,0_857,0_857
KY581279.fna,0.005,greedy,fastANI,False,0,0_228,0_228
KY629621.fna,0.005,greedy,fastANI,True,0,0_716,0_716
KY653116.fna,0.005,greedy,fastANI,True,0,0_935,0_935
KY653117.fna,0.005,greedy,fastANI,True,0,0_993,0_993
KY653120.fna,0.005,greedy,fastANI,True,0,0_1189,0_1189
KY653123.fna,0.005,greedy,fastANI,True,0,0_1050,0_1050
KY653124.fna,0.005,greedy,fastANI,True,0,0_1100,0_1100
KY653125.fna,0.005,greedy,fastANI,True,0,0_1161,0_1161
KY653126.fna,0.005,greedy,fastANI,True,0,0_1157,0_1157
KY653129.fna,0.005,greedy,fastANI,True,0,0_954,0_954
KY695153.fna,0.005,greedy,fastANI,False,0,0_1059,0_1059
KY705251.fna,0.005,greedy,fastANI,True,0,0_1960,0_1960
KY705252.fna,0.005,greedy,fastANI,True,0,0_2059,0_2059
KY705253.fna,0.005,greedy,fastANI,True,0,0_2026,0_2026
KY705254.fna,0.005,greedy,fastANI,False,0,0_2026,0_2026
KY705255.fna,0.005,greedy,fastANI,True,0,0_1929,0_1929
KY705256.fna,0.005,greedy,fastANI,True,0,0_1910,0_1910
KY705257.fna,0.005,greedy,fastANI,True,0,0_1982,0_1982
KY705258.fna,0.005,greedy,fastANI,True,0,0_1705,0_1705
KY705259.fna,0.005,greedy,fastANI,True,0,0_1808,0_1808
KY705260.fna,0.005,greedy,fastANI,True,0,0_2083,0_2083
KY705261.fna,0.005,greedy,fastANI,True,0,0_2151,0_2151
KY705262.fna,0.005,greedy,fastANI,True,0,0_1943,0_1943
KY705263.fna,0.005,greedy,fastANI,True,0,0_2157,0_2157
KY705264.fna,0.005,greedy,fastANI,True,0,0_2108,0_2108
KY705265.fna,0.005,greedy,fastANI,True,0,0_2018,0_2018
KY705266.fna,0.005,greedy,fastANI,True,0,0_1959,0_1959
KY705267.fna,0.005,greedy,fastANI,False,0,0_2067,0_2067
KY705268.fna,0.005,greedy,fastANI,True,0,0_2029,0_2029
KY705269.fna,0.005,greedy,fastANI,False,0,0_2029,0_2029
KY705270.fna,0.005,greedy,fastANI,True,0,0_1753,0_1753
KY705271.fna,0.005,greedy,fastANI,True,0,0_1896,0_1896
KY705272.fna,0.005,greedy,fastANI,True,0,0_1987,0_1987
KY705273.fna,0.005,greedy,fastANI,True,0,0_1811,0_1811
KY705274.fna,0.005,greedy,fastANI,True,0,0_1911,0_1911
KY705275.fna,0.005,greedy,fastANI,True,0,0_1928,0_1928
KY705276.fna,0.005,greedy,fastANI,True,0,0_1933,0_1933
KY705277.fna,0.005,greedy,fastANI,True,0,0_2097,0_2097
KY705278.fna,0.005,greedy,fastANI,True,0,0_1767,0_1767
KY705279.fna,0.005,greedy,fastANI,True,0,0_1950,0_1950
KY705280.fna,0.005,greedy,fastANI,True,0,0_1956,0_1956
KY705281.fna,0.005,greedy,fastANI,True,0,0_1834,0_1834
KY705282.fna,0.005,greedy,fastANI,True,0,0_2066,0_2066
KY705283.fna,0.005,greedy,fastANI,True,0,0_2067,0_2067
KY705284.fna,0.005,greedy,fastANI,True,0,0_1945,0_1945
KY705285.fna,0.005,greedy,fastANI,True,0,0_2053,0_2053
KY705286.fna,0.005,greedy,fastANI,True,0,0_2069,0_2069
KY705287.fna,0.005,greedy,fastANI,True,0,0_1828,0_1828
KY705288.fna,0.005,greedy,fastANI,True,0,0_2002,0_2002
KY705289.fna,0.005,greedy,fastANI,True,0,0_1975,0_1975
KY705290.fna,0.005,greedy,fastANI,True,0,0_1999,0_1999
KY744240.fna,0.005,greedy,fastANI,True,0,0_1629,0_1629
KY779848.fna,0.005,greedy,fastANI,True,0,0_433,0_433
KY779849.fna,0.005,greedy,fastANI,True,0,0_296,0_296
KY794641.fna,0.005,greedy,fastANI,True,0,0_285,0_285
KY794642.fna,0.005,greedy,fastANI,True,0,0_273,0_273
KY794643.fna,0.005,greedy,fastANI,True,0,0_365,0_365
KY821088.fna,0.005,greedy,fastANI,True,0,0_2528,0_2528
KY888143.fna,0.005,greedy,fastANI,True,0,0_2347,0_2347
KY888882.fna,0.005,greedy,fastANI,True,0,0_40,0_40
KY921761.fna,0.005,greedy,fastANI,True,0,0_2546,0_2546
KY926698.fna,0.005,greedy,fastANI,False,0,0_2347,0_2347
KY926699.fna,0.005,greedy,fastANI,False,0,0_2347,0_2347
KY947509.fna,0.005,greedy,fastANI,True,0,0_2429,0_2429
KY963369.fna,0.005,greedy,fastANI,True,0,0_1449,0_1449
KY963370.fna,0.005,greedy,fastANI,True,0,0_1452,0_1452
KY963371.fna,0.005,greedy,fastANI,True,0,0_1477,0_1477
KY996523.fna,0.005,greedy,fastANI,True,0,0_2576,0_2576
L67CG.fna,0.005,greedy,fastANI,True,0,0_2490,0_2490
LC492751.fna,0.005,greedy,fastANI,False,0,0_397,0_397
LC492752.fna,0.005,greedy,fastANI,True,0,0_397,0_397
LC513943.fna,0.005,greedy,fastANI,False,0,0_1366,0_1366
LC541428.fna,0.005,greedy,fastANI,True,0,0_882,0_882
LC547238.fna,0.005,greedy,fastANI,True,0,0_701,0_701
LC557520.fna,0.005,greedy,fastANI,True,0,0_265,0_265
LC574321.fna,0.005,greedy,fastANI,True,0,0_348,0_348
LC576631.fna,0.005,greedy,fastANI,True,0,0_423,0_423
LC596377.fna,0.005,greedy,fastANI,False,0,0_277,0_277
LC596378.fna,0.005,greedy,fastANI,False,0,0_277,0_277
LC596379.fna,0.005,greedy,fastANI,False,0,0_277,0_277
LC597490.fna,0.005,greedy,fastANI,True,0,0_18,0_18
LC623721.fna,0.005,greedy,fastANI,True,0,0_1636,0_1636
LC628082.fna,0.005,greedy,fastANI,True,0,0_2701,0_2701
LC644557.fna,0.005,greedy,fastANI,True,0,0_2674,0_2674
LC647030.fna,0.005,greedy,fastANI,True,0,0_427,0_427
LC648442.fna,0.005,greedy,fastANI,True,0,0_307,0_307
LC680884.fna,0.005,greedy,fastANI,False,0,0_15,0_15
LC680885.fna,0.005,greedy,fastANI,True,0,0_6,0_6
LC709172.fna,0.005,greedy,fastANI,False,0,0_2647,0_2647
LC742552.fna,0.005,greedy,fastANI,True,0,0_2666,0_2666
LC779550.fna,0.005,greedy,fastANI,False,0,0_884,0_884
LC785692.fna,0.005,greedy,fastANI,True,0,0_152,0_152
LC788703.fna,0.005,greedy,fastANI,True,0,0_400,0_400
LC788704.fna,0.005,greedy,fastANI,True,0,0_353,0_353
LC805022.fna,0.005,greedy,fastANI,True,0,0_1780,0_1780
LC805024.fna,0.005,greedy,fastANI,True,0,0_290,0_290
LK392619.fna,0.005,greedy,fastANI,True,0,0_2556,0_2556
LK985321.fna,0.005,greedy,fastANI,True,0,0_2199,0_2199
LK985322.fna,0.005,greedy,fastANI,True,0,0_752,0_752
LN681534.fna,0.005,greedy,fastANI,True,0,0_1002,0_1002
LN681535.fna,0.005,greedy,fastANI,True,0,0_1282,0_1282
LN681536.fna,0.005,greedy,fastANI,True,0,0_1293,0_1293
LN681537.fna,0.005,greedy,fastANI,True,0,0_469,0_469
LN681538.fna,0.005,greedy,fastANI,True,0,0_2188,0_2188
LN681539.fna,0.005,greedy,fastANI,True,0,0_823,0_823
LN681540.fna,0.005,greedy,fastANI,True,0,0_2158,0_2158
LN681541.fna,0.005,greedy,fastANI,True,0,0_982,0_982
LN681542.fna,0.005,greedy,fastANI,True,0,0_782,0_782
LN881738.fna,0.005,greedy,fastANI,True,0,0_1318,0_1318
LN885237.fna,0.005,greedy,fastANI,True,0,0_2034,0_2034
LR031359.fna,0.005,greedy,fastANI,False,0,0_339,0_339
LR215718.fna,0.005,greedy,fastANI,True,0,0_185,0_185
LR215719.fna,0.005,greedy,fastANI,True,0,0_177,0_177
LR215720.fna,0.005,greedy,fastANI,True,0,0_158,0_158
LR215721.fna,0.005,greedy,fastANI,True,0,0_169,0_169
LR596902.fna,0.005,greedy,fastANI,True,0,0_909,0_909
LR596903.fna,0.005,greedy,fastANI,True,0,0_950,0_950
LR990833.fna,0.005,greedy,fastANI,True,0,0_1159,0_1159
LR990834.fna,0.005,greedy,fastANI,True,0,0_2614,0_2614
LR990835.fna,0.005,greedy,fastANI,True,0,0_197,0_197
LR991625.fna,0.005,greedy,fastANI,True,0,0_1136,0_1136
LT546029.fna,0.005,greedy,fastANI,True,0,0_556,0_556
LT600745.fna,0.005,greedy,fastANI,True,0,0_2672,0_2672
LT615366.fna,0.005,greedy,fastANI,True,0,0_548,0_548
LT630001.fna,0.005,greedy,fastANI,True,0,0_2631,0_2631
LT960608.fna,0.005,greedy,fastANI,True,0,0_148,0_148
LT960610.fna,0.005,greedy,fastANI,True,0,0_261,0_261
MF001358.fna,0.005,greedy,fastANI,False,0,0_311,0_311
MF001361.fna,0.005,greedy,fastANI,True,0,0_311,0_311
MF001365.fna,0.005,greedy,fastANI,True,0,0_289,0_289
MF001367.fna,0.005,greedy,fastANI,True,0,0_2741,0_2741
MF041990.fna,0.005,greedy,fastANI,True,0,0_1597,0_1597
MF156577.fna,0.005,greedy,fastANI,True,0,0_2464,0_2464
MF156578.fna,0.005,greedy,fastANI,False,0,0_2451,0_2451
MF156580.fna,0.005,greedy,fastANI,False,0,0_2468,0_2468
MF161328.fna,0.005,greedy,fastANI,True,0,0_1537,0_1537
MF172979.fna,0.005,greedy,fastANI,True,0,0_538,0_538
MF176161.fna,0.005,greedy,fastANI,True,0,0_1898,0_1898
MF288917.fna,0.005,greedy,fastANI,True,0,0_79,0_79
MF288918.fna,0.005,greedy,fastANI,True,0,0_74,0_74
MF288919.fna,0.005,greedy,fastANI,True,0,0_90,0_90
MF288920.fna,0.005,greedy,fastANI,True,0,0_70,0_70
MF288921.fna,0.005,greedy,fastANI,False,0,0_89,0_89
MF288922.fna,0.005,greedy,fastANI,True,0,0_107,0_107
MF346933.fna,0.005,greedy,fastANI,True,0,0_2361,0_2361
MF360957.fna,0.005,greedy,fastANI,True,0,0_15,0_15
MF398190.fna,0.005,greedy,fastANI,False,0,0_228,0_228
MF405094.fna,0.005,greedy,fastANI,False,0,0_228,0_228
MF407276.fna,0.005,greedy,fastANI,True,0,0_2573,0_2573
MF418016.fna,0.005,greedy,fastANI,True,0,0_497,0_497
MF422185.fna,0.005,greedy,fastANI,True,0,0_178,0_178
MF428478.fna,0.005,greedy,fastANI,True,0,0_1435,0_1435
MF428479.fna,0.005,greedy,fastANI,True,0,0_1484,0_1484
MF428480.fna,0.005,greedy,fastANI,False,0,0_1526,0_1526
MF428481.fna,0.005,greedy,fastANI,False,0,0_1526,0_1526
MF443119.fna,0.005,greedy,fastANI,True,0,0_2508,0_2508
MF443120.fna,0.005,greedy,fastANI,True,0,0_2525,0_2525
MF443121.fna,0.005,greedy,fastANI,True,0,0_2504,0_2504
MF443122.fna,0.005,greedy,fastANI,True,0,0_2514,0_2514
MF443123.fna,0.005,greedy,fastANI,True,0,0_2492,0_2492
MF443124.fna,0.005,greedy,fastANI,True,0,0_2536,0_2536
MF443125.fna,0.005,greedy,fastANI,True,0,0_2487,0_2487
MF443126.fna,0.005,greedy,fastANI,True,0,0_2480,0_2480
MF448554.fna,0.005,greedy,fastANI,True,0,0_2184,0_2184
MF448555.fna,0.005,greedy,fastANI,True,0,0_2401,0_2401
MF448556.fna,0.005,greedy,fastANI,True,0,0_2335,0_2335
MF448557.fna,0.005,greedy,fastANI,True,0,0_2289,0_2289
MF448558.fna,0.005,greedy,fastANI,True,0,0_2422,0_2422
MF448559.fna,0.005,greedy,fastANI,True,0,0_2210,0_2210
MF448560.fna,0.005,greedy,fastANI,True,0,0_2208,0_2208
MF448561.fna,0.005,greedy,fastANI,True,0,0_2294,0_2294
MF448562.fna,0.005,greedy,fastANI,True,0,0_2206,0_2206
MF448563.fna,0.005,greedy,fastANI,True,0,0_2249,0_2249
MF448564.fna,0.005,greedy,fastANI,True,0,0_2305,0_2305
MF448565.fna,0.005,greedy,fastANI,True,0,0_2288,0_2288
MF448566.fna,0.005,greedy,fastANI,True,0,0_2242,0_2242
MF448567.fna,0.005,greedy,fastANI,True,0,0_2393,0_2393
MF448568.fna,0.005,greedy,fastANI,True,0,0_2276,0_2276
MF448569.fna,0.005,greedy,fastANI,True,0,0_2259,0_2259
MF448570.fna,0.005,greedy,fastANI,True,0,0_2378,0_2378
MF448571.fna,0.005,greedy,fastANI,True,0,0_2434,0_2434
MF448572.fna,0.005,greedy,fastANI,True,0,0_2315,0_2315
MF498901.fna,0.005,greedy,fastANI,True,0,0_114,0_114
MF547662.fna,0.005,greedy,fastANI,True,0,0_445,0_445
MF547663.fna,0.005,greedy,fastANI,True,0,0_461,0_461
MF580410.fna,0.005,greedy,fastANI,True,0,0_913,0_913
MF580759.fna,0.005,greedy,fastANI,True,0,0_1930,0_1930
MF580760.fna,0.005,greedy,fastANI,True,0,0_2007,0_2007
MF580761.fna,0.005,greedy,fastANI,True,0,0_1966,0_1966
MF580762.fna,0.005,greedy,fastANI,True,0,0_2056,0_2056
MF580763.fna,0.005,greedy,fastANI,True,0,0_2076,0_2076
MF580764.fna,0.005,greedy,fastANI,True,0,0_1887,0_1887
MF580765.fna,0.005,greedy,fastANI,True,0,0_1978,0_1978
MF580766.fna,0.005,greedy,fastANI,True,0,0_1850,0_1850
MF580767.fna,0.005,greedy,fastANI,True,0,0_1963,0_1963
MF580768.fna,0.005,greedy,fastANI,False,0,0_1978,0_1978
MF580769.fna,0.005,greedy,fastANI,True,0,0_1837,0_1837
MF580770.fna,0.005,greedy,fastANI,True,0,0_2081,0_2081
MF580771.fna,0.005,greedy,fastANI,True,0,0_2104,0_2104
MF580772.fna,0.005,greedy,fastANI,True,0,0_2050,0_2050
MF580773.fna,0.005,greedy,fastANI,False,0,0_1994,0_1994
MF580774.fna,0.005,greedy,fastANI,True,0,0_1994,0_1994
MF580775.fna,0.005,greedy,fastANI,True,0,0_2045,0_2045
MF595878.fna,0.005,greedy,fastANI,True,0,0_1796,0_1796
MF678788.fna,0.005,greedy,fastANI,True,0,0_1262,0_1262
MF678789.fna,0.005,greedy,fastANI,True,0,0_1358,0_1358
MF678790.fna,0.005,greedy,fastANI,True,0,0_1278,0_1278
MF765814.fna,0.005,greedy,fastANI,True,0,0_59,0_59
MF775669.fna,0.005,greedy,fastANI,True,0,0_2357,0_2357
MF775670.fna,0.005,greedy,fastANI,True,0,0_2384,0_2384
MF775671.fna,0.005,greedy,fastANI,False,0,0_2339,0_2339
MF775672.fna,0.005,greedy,fastANI,False,0,0_2339,0_2339
MF775673.fna,0.005,greedy,fastANI,False,0,0_2339,0_2339
MF775674.fna,0.005,greedy,fastANI,True,0,0_2339,0_2339
MF775675.fna,0.005,greedy,fastANI,True,0,0_2380,0_2380
MF775676.fna,0.005,greedy,fastANI,False,0,0_2380,0_2380
MF775677.fna,0.005,greedy,fastANI,True,0,0_2369,0_2369
MF775678.fna,0.005,greedy,fastANI,False,0,0_2354,0_2354
MF775679.fna,0.005,greedy,fastANI,True,0,0_2354,0_2354
MF775680.fna,0.005,greedy,fastANI,True,0,0_2379,0_2379
MF775681.fna,0.005,greedy,fastANI,True,0,0_2344,0_2344
MF775682.fna,0.005,greedy,fastANI,True,0,0_2293,0_2293
MF775683.fna,0.005,greedy,fastANI,False,0,0_2293,0_2293
MF775684.fna,0.005,greedy,fastANI,False,0,0_2293,0_2293
MF775685.fna,0.005,greedy,fastANI,False,0,0_2293,0_2293
MF775686.fna,0.005,greedy,fastANI,True,0,0_2364,0_2364
MF775687.fna,0.005,greedy,fastANI,False,0,0_2292,0_2292
MF775688.fna,0.005,greedy,fastANI,True,0,0_2292,0_2292
MF775689.fna,0.005,greedy,fastANI,False,0,0_2292,0_2292
MF775690.fna,0.005,greedy,fastANI,False,0,0_2292,0_2292
MF775691.fna,0.005,greedy,fastANI,True,0,0_2327,0_2327
MF775692.fna,0.005,greedy,fastANI,True,0,0_2345,0_2345
MF775693.fna,0.005,greedy,fastANI,True,0,0_2338,0_2338
MF775694.fna,0.005,greedy,fastANI,False,0,0_2326,0_2326
MF775695.fna,0.005,greedy,fastANI,True,0,0_2337,0_2337
MF775696.fna,0.005,greedy,fastANI,False,0,0_2326,0_2326
MF775697.fna,0.005,greedy,fastANI,True,0,0_2326,0_2326
MF775698.fna,0.005,greedy,fastANI,True,0,0_2284,0_2284
MF775699.fna,0.005,greedy,fastANI,False,0,0_2326,0_2326
MF775700.fna,0.005,greedy,fastANI,False,0,0_2326,0_2326
MF775701.fna,0.005,greedy,fastANI,False,0,0_2326,0_2326
MF775702.fna,0.005,greedy,fastANI,False,0,0_2326,0_2326
MF775703.fna,0.005,greedy,fastANI,True,0,0_2342,0_2342
MF775704.fna,0.005,greedy,fastANI,False,0,0_2342,0_2342
MF775705.fna,0.005,greedy,fastANI,False,0,0_2342,0_2342
MF787246.fna,0.005,greedy,fastANI,True,0,0_257,0_257
MF893271.fna,0.005,greedy,fastANI,True,0,0_794,0_794
MF939898.fna,0.005,greedy,fastANI,True,0,0_1909,0_1909
MF999224.fna,0.005,greedy,fastANI,True,0,0_994,0_994
MG000860.fna,0.005,greedy,fastANI,True,0,0_159,0_159
MG020111.fna,0.005,greedy,fastANI,True,0,0_1069,0_1069
